Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,38,44,41,41,0.07,-0.22,-0.14,116.8,116.7,96.6,0.298,0.487,0.565,11.4,18.0,0.225,0.549,11.9,75.5,0.226,American Airlines Center,827282,DAL,2023
Lg Rank,21,10,19,19,19.0,26.0,20.0,6.0,24.0,28.0,3.0,1.0,5.0,4.0,30.0,6.0,20.0,22.0,21.0,27.0,,3,DAL,2023
