Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,46,36,48,34,2.83,-0.08,2.75,115.9,113.0,98.4,0.265,0.363,0.546,12.2,25.5,0.204,0.54,14.3,74.0,0.222,Scotiabank Arena,772141,TOR,2026
Lg Rank,11,19,11,11,11.0,19.0,11.0,15.0,5.0,20.0,16.0,25.0,16.0,8.0,16.0,17.0,8.0,4.0,19.0,25.0,,11,TOR,2026
