G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 20, 2021",7:30p,,Box Score,,Boston Celtics,W,2OT,138,134,1,0,W 1,19812,2:54,,NYK,2022
2,"Fri, Oct 22, 2021",7:00p,,Box Score,@,Orlando Magic,W,,121,96,2,0,W 2,18846,2:06,,NYK,2022
3,"Sun, Oct 24, 2021",7:00p,,Box Score,,Orlando Magic,L,,104,110,2,1,L 1,16273,2:23,,NYK,2022
4,"Tue, Oct 26, 2021",7:30p,,Box Score,,Philadelphia 76ers,W,,112,99,3,1,W 1,15218,2:16,,NYK,2022
5,"Thu, Oct 28, 2021",8:00p,,Box Score,@,Chicago Bulls,W,,104,103,4,1,W 2,20972,2:20,,NYK,2022
6,"Sat, Oct 30, 2021",7:00p,,Box Score,@,New Orleans Pelicans,W,,123,117,5,1,W 3,16508,2:16,,NYK,2022
7,"Mon, Nov 1, 2021",7:30p,,Box Score,,Toronto Raptors,L,,104,113,5,2,L 1,16528,2:05,,NYK,2022
8,"Wed, Nov 3, 2021",7:00p,,Box Score,@,Indiana Pacers,L,,98,111,5,3,L 2,11607,2:11,,NYK,2022
9,"Fri, Nov 5, 2021",7:30p,,Box Score,@,Milwaukee Bucks,W,,113,98,6,3,W 1,17341,2:14,,NYK,2022
10,"Sun, Nov 7, 2021",6:00p,,Box Score,,Cleveland Cavaliers,L,,109,126,6,4,L 1,19040,2:05,,NYK,2022
11,"Mon, Nov 8, 2021",7:00p,,Box Score,@,Philadelphia 76ers,W,,103,96,7,4,W 1,20224,2:04,,NYK,2022
12,"Wed, Nov 10, 2021",7:30p,,Box Score,,Milwaukee Bucks,L,,100,112,7,5,L 1,18027,2:07,,NYK,2022
13,"Fri, Nov 12, 2021",7:00p,,Box Score,@,Charlotte Hornets,L,,96,104,7,6,L 2,19257,2:15,,NYK,2022
14,"Mon, Nov 15, 2021",7:30p,,Box Score,,Indiana Pacers,W,,92,84,8,6,W 1,16792,2:05,,NYK,2022
15,"Wed, Nov 17, 2021",7:30p,,Box Score,,Orlando Magic,L,,98,104,8,7,L 1,16680,2:10,,NYK,2022
16,"Sat, Nov 20, 2021",5:00p,,Box Score,,Houston Rockets,W,,106,99,9,7,W 1,19812,2:24,,NYK,2022
17,"Sun, Nov 21, 2021",8:00p,,Box Score,@,Chicago Bulls,L,,103,109,9,8,L 1,21813,2:23,,NYK,2022
18,"Tue, Nov 23, 2021",7:30p,,Box Score,,Los Angeles Lakers,W,,106,100,10,8,W 1,19812,2:26,,NYK,2022
19,"Fri, Nov 26, 2021",7:00p,,Box Score,,Phoenix Suns,L,,97,118,10,9,L 1,19812,2:07,,NYK,2022
20,"Sat, Nov 27, 2021",7:30p,,Box Score,@,Atlanta Hawks,W,,99,90,11,9,W 1,17287,2:02,,NYK,2022
21,"Tue, Nov 30, 2021",7:30p,,Box Score,@,Brooklyn Nets,L,,110,112,11,10,L 1,18081,2:22,,NYK,2022
22,"Thu, Dec 2, 2021",7:30p,,Box Score,,Chicago Bulls,L,,115,119,11,11,L 2,19812,2:16,,NYK,2022
23,"Sat, Dec 4, 2021",1:00p,,Box Score,,Denver Nuggets,L,,99,113,11,12,L 3,18272,2:01,,NYK,2022
24,"Tue, Dec 7, 2021",8:30p,,Box Score,@,San Antonio Spurs,W,,121,109,12,12,W 1,14698,2:03,,NYK,2022
25,"Wed, Dec 8, 2021",7:00p,,Box Score,@,Indiana Pacers,L,,102,122,12,13,L 1,13167,2:08,,NYK,2022
26,"Fri, Dec 10, 2021",7:30p,,Box Score,@,Toronto Raptors,L,,87,90,12,14,L 2,19800,2:09,,NYK,2022
27,"Sun, Dec 12, 2021",12:00p,,Box Score,,Milwaukee Bucks,L,,97,112,12,15,L 3,19812,2:01,,NYK,2022
28,"Tue, Dec 14, 2021",7:30p,,Box Score,,Golden State Warriors,L,,96,105,12,16,L 4,19812,2:19,,NYK,2022
29,"Thu, Dec 16, 2021",8:00p,,Box Score,@,Houston Rockets,W,,116,103,13,16,W 1,13857,2:19,,NYK,2022
30,"Sat, Dec 18, 2021",7:00p,,Box Score,@,Boston Celtics,L,,107,114,13,17,L 1,19156,2:10,,NYK,2022
31,"Tue, Dec 21, 2021",7:30p,,Box Score,,Detroit Pistons,W,,105,91,14,17,W 1,17906,2:06,,NYK,2022
32,"Thu, Dec 23, 2021",7:30p,,Box Score,,Washington Wizards,L,,117,124,14,18,L 1,18208,2:15,,NYK,2022
33,"Sat, Dec 25, 2021",12:00p,,Box Score,,Atlanta Hawks,W,,101,87,15,18,W 1,19812,2:15,,NYK,2022
34,"Tue, Dec 28, 2021",8:00p,,Box Score,@,Minnesota Timberwolves,W,,96,88,16,18,W 2,16339,2:14,,NYK,2022
35,"Wed, Dec 29, 2021",7:00p,,Box Score,@,Detroit Pistons,W,,94,85,17,18,W 3,18312,2:14,,NYK,2022
36,"Fri, Dec 31, 2021",8:00p,,Box Score,@,Oklahoma City Thunder,L,,80,95,17,19,L 1,16451,1:54,,NYK,2022
37,"Sun, Jan 2, 2022",3:30p,,Box Score,@,Toronto Raptors,L,,105,120,17,20,L 2,,2:12,,NYK,2022
38,"Tue, Jan 4, 2022",7:30p,,Box Score,,Indiana Pacers,W,,104,94,18,20,W 1,18449,2:18,,NYK,2022
39,"Thu, Jan 6, 2022",7:30p,,Box Score,,Boston Celtics,W,,108,105,19,20,W 2,17529,2:20,,NYK,2022
40,"Sat, Jan 8, 2022",7:30p,,Box Score,@,Boston Celtics,L,,75,99,19,21,L 1,19156,2:01,,NYK,2022
41,"Mon, Jan 10, 2022",7:30p,,Box Score,,San Antonio Spurs,W,,111,96,20,21,W 1,16569,2:02,,NYK,2022
42,"Wed, Jan 12, 2022",7:30p,,Box Score,,Dallas Mavericks,W,,108,85,21,21,W 2,18215,2:08,,NYK,2022
