Rk,Unnamed: 1,Salary,Team,Season
1,Karl-Anthony Towns,"$49,205,800",NYK,2025
2,OG Anunoby,"$36,637,932",NYK,2025
3,Jalen Brunson,"$24,960,001",NYK,2025
4,Mikal Bridges,"$23,300,000",NYK,2025
5,Josh Hart,"$18,144,000",NYK,2025
6,Mitchell Robinson,"$14,318,182",NYK,2025
7,Precious Achiuwa,"$6,000,000",NYK,2025
8,Miles McBride,"$4,710,144",NYK,2025
9,Delon Wright,"$2,087,519",NYK,2025
10,Tyler Kolek,"$2,087,519",NYK,2025
11,Cameron Payne,"$2,087,519",NYK,2025
12,Pacome Dadiet,"$1,808,080",NYK,2025
13,Landry Shamet,"$1,343,690",NYK,2025
14,Ariel Hukporti,"$1,064,049",NYK,2025
15,Matt Ryan,"$621,439",NYK,2025
16,P.J. Tucker,"$246,833",NYK,2025
17,P.J. Tucker,"$119,972",NYK,2025
18,P.J. Tucker,"$119,972",NYK,2025
19,Boo Buie,,NYK,2025
20,Jacob Toppin,,NYK,2025
21,Kevin McCullar,,NYK,2025
22,Anton Watson,,NYK,2025
23,Matt Ryan,,NYK,2025
24,MarJon Beauchamp,,NYK,2025
25,Ariel Hukporti,,NYK,2025
