Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Team,Season
1.0,Kon Knueppel,20.0,SF,81,80,31.5,6.4,13.4,0.475,3.4,7.9,0.425,3.0,5.5,0.548,0.601,2.4,2.8,0.863,1.2,4.1,5.3,3.4,0.7,0.2,2.0,2.1,18.5,ROY-2,CHO,2026
2.0,Miles Bridges,27.0,PF,77,77,31.0,6.2,13.5,0.46,1.9,5.8,0.333,4.3,7.8,0.554,0.531,2.7,3.3,0.822,1.0,4.9,5.8,3.2,0.6,0.4,1.4,1.7,17.1,,CHO,2026
3.0,Brandon Miller,23.0,SF,65,65,30.3,7.0,16.1,0.435,3.1,8.2,0.383,3.8,7.9,0.489,0.533,3.1,3.4,0.892,1.1,3.8,4.9,3.3,1.0,0.7,2.5,2.8,20.2,,CHO,2026
4.0,LaMelo Ball,24.0,PG,72,69,28.0,7.0,17.3,0.407,3.8,10.3,0.368,3.3,7.0,0.464,0.516,2.2,2.5,0.899,0.9,3.9,4.8,7.1,1.2,0.2,2.8,2.7,20.1,,CHO,2026
5.0,Moussa Diabat̩,24.0,C,73,47,26.0,3.1,5.0,0.631,0.0,0.0,0.5,3.1,4.9,0.632,0.632,1.6,2.4,0.659,3.7,5.0,8.7,1.9,0.8,1.0,1.0,2.4,7.9,,CHO,2026
6.0,Sion James,23.0,SG,82,19,22.5,1.7,4.5,0.371,1.0,2.9,0.352,0.7,1.7,0.404,0.483,1.0,1.2,0.837,0.6,2.9,3.5,2.0,0.6,0.2,0.8,1.8,5.4,,CHO,2026
7.0,Collin Sexton,27.0,SG,42,12,22.3,4.8,9.9,0.488,1.4,3.5,0.393,3.5,6.4,0.539,0.557,3.2,3.7,0.877,0.4,1.5,1.9,3.7,0.9,0.2,2.1,1.8,14.2,,CHO,2026
8.0,Ryan Kalkbrenner,24.0,C,69,31,21.4,3.2,4.2,0.753,0.0,0.1,0.0,3.2,4.1,0.766,0.753,1.2,1.7,0.716,2.4,3.0,5.5,0.8,0.5,1.5,0.9,1.6,7.6,,CHO,2026
9.0,Grant Williams,27.0,PF,36,3,19.8,2.2,5.1,0.426,1.4,3.7,0.388,0.7,1.4,0.531,0.568,1.2,1.5,0.815,1.3,2.7,3.9,1.6,0.5,0.5,0.9,1.6,7.0,,CHO,2026
10.0,Coby White,25.0,SG,21,0,19.3,5.0,11.0,0.461,2.0,5.2,0.391,3.0,5.7,0.525,0.554,3.5,4.1,0.839,0.5,2.5,3.0,3.0,0.2,0.1,1.9,1.9,15.6,,CHO,2026
