Rk,Unnamed: 1,Salary,Team,Season
1,Kawhi Leonard,"$45,640,084",LAC,2024
2,Paul George,"$45,640,084",LAC,2024
3,James Harden,"$35,680,595",LAC,2024
4,Norman Powell,"$18,000,000",LAC,2024
5,P.J. Tucker,"$11,014,500",LAC,2024
6,Ivica Zubac,"$10,933,333",LAC,2024
7,Terance Mann,"$10,576,923",LAC,2024
8,Mason Plumlee,"$5,000,000",LAC,2024
9,Russell Westbrook,"$3,835,738",LAC,2024
10,Amir Coffey,"$3,666,667",LAC,2024
11,Kobe Brown,"$2,413,320",LAC,2024
12,Bones Hyland,"$2,306,400",LAC,2024
13,Brandon Boston,"$1,836,096",LAC,2024
14,Joshua Primo,"$1,764,341",LAC,2024
15,Daniel Theis,"$1,741,126",LAC,2024
16,Kai Jones,"$11,608",LAC,2024
17,Moussa Diabat̩,,LAC,2024
18,Jordan Miller,,LAC,2024
19,Joshua Primo,,LAC,2024
20,Xavier Moon,,LAC,2024
