Rk,Unnamed: 1,Salary,Team,Season
1,LeBron James,"$44,474,988",LAL,2023
2,Anthony Davis,"$37,980,720",LAL,2023
3,D'Angelo Russell,"$31,377,750",LAL,2023
4,Malik Beasley,"$15,558,035",LAL,2023
5,Mohamed Bamba,"$10,300,000",LAL,2023
6,Lonnie Walker,"$6,479,000",LAL,2023
7,Rui Hachimura,"$6,263,188",LAL,2023
8,Jarred Vanderbilt,"$4,374,000",LAL,2023
9,Davon Reed,"$1,902,133",LAL,2023
10,Wenyen Gabriel,"$1,878,720",LAL,2023
11,Troy Brown,"$1,836,090",LAL,2023
12,Dennis Schr̦der,"$1,836,090",LAL,2023
13,Austin Reaves,"$1,563,518",LAL,2023
14,Max Christie,"$1,017,781",LAL,2023
15,Matt Ryan,"$442,439",LAL,2023
16,Sterling Brown,"$105,522",LAL,2023
17,Shaquille Harrison,"$12,260",LAL,2023
18,Tristan Thompson,"$10,552",LAL,2023
19,Scotty Pippen,,LAL,2023
20,Cole Swider,,LAL,2023
