Rk,Unnamed: 1,Salary,Team,Season
1,Jonathan Isaac,"$25,000,000",ORL,2025
2,Kentavious Caldwell-Pope,"$22,757,000",ORL,2025
3,Cole Anthony,"$12,900,000",ORL,2025
4,Paolo Banchero,"$12,160,800",ORL,2025
5,Wendell Carter,"$11,950,000",ORL,2025
6,Moritz Wagner,"$11,000,000",ORL,2025
7,Jalen Suggs,"$9,188,385",ORL,2025
8,Goga Bitadze,"$9,057,971",ORL,2025
9,Anthony Black,"$7,607,760",ORL,2025
10,Gary Harris,"$7,500,000",ORL,2025
11,Franz Wagner,"$7,007,092",ORL,2025
12,Jett Howard,"$5,278,320",ORL,2025
13,Tristan Da Silva,"$3,628,440",ORL,2025
14,Cory Joseph,"$3,303,771",ORL,2025
15,Caleb Houstan,"$2,019,699",ORL,2025
16,Trevelin Queen,,ORL,2025
17,Mac McClung,,ORL,2025
18,Ethan Thompson,,ORL,2025
