Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Royce O'Neale,29.0,SF,76,53,2409,0,24,61,15,0,2.6,3.5,71,19,139,13,30,25,690,5,28,,BRK,2023
2.0,Nic Claxton,23.0,C,76,76,2271,0,0,0,0,100,5.2,9.1,21,21,105,31,119,14,350,35,29,DPOY-9,BRK,2023
3.0,Joe Harris,31.0,SF,74,33,1527,0,4,48,42,6,-1.9,-5.1,26,3,76,7,11,4,242,3,22,,BRK,2023
4.0,Kyrie Irving,30.0,PG,40,40,1478,89,11,0,0,0,4.4,5.0,49,26,55,7,74,12,498,24,35,"CPOY-12,AS",BRK,2023
5.0,Kevin Durant,34.0,PF,39,39,1403,0,0,0,65,35,6.7,8.5,78,39,48,11,120,6,490,44,21,AS,BRK,2023
6.0,Seth Curry,32.0,SG,61,7,1211,35,49,17,0,0,-3.9,-7.4,24,9,33,7,17,12,244,8,14,,BRK,2023
7.0,Ben Simmons,26.0,PG,42,33,1105,25,71,4,0,0,2.6,1.8,48,16,55,24,22,8,630,8,10,,BRK,2023
8.0,Cam Thomas,21.0,SG,57,4,948,9,56,32,3,0,-1.3,-3.3,22,18,32,4,76,10,187,18,14,,BRK,2023
9.0,Yuta Watanabe,28.0,SF,58,1,928,0,4,31,58,8,-1.2,-3.2,10,5,57,3,24,8,117,3,9,,BRK,2023
10.0,Mikal Bridges,26.0,SG,27,27,923,2,80,17,1,0,0.8,-0.6,27,16,27,1,77,4,172,20,19,,BRK,2023
11.0,Spencer Dinwiddie,29.0,PG,26,26,917,98,2,0,0,0,4.3,4.0,33,12,28,5,60,8,584,17,17,,BRK,2023
12.0,Cameron Johnson,26.0,PF,25,25,770,0,0,0,82,18,4.2,3.7,12,11,28,3,37,7,127,11,19,,BRK,2023
13.0,Edmond Sumner,27.0,SG,53,12,736,42,48,10,1,0,2.9,2.0,25,13,38,3,56,10,155,14,25,,BRK,2023
14.0,Dorian Finney-Smith,29.0,PF,26,26,721,0,0,52,37,12,-0.3,-1.9,15,4,43,2,10,1,98,3,11,,BRK,2023
15.0,Patty Mills,34.0,PG,40,2,567,100,0,0,0,0,-7.2,-9.9,17,8,14,2,9,8,130,1,7,,BRK,2023
16.0,Day'Ron Sharpe,21.0,C,48,3,552,0,0,0,0,100,-10.3,-13.5,13,11,47,16,25,0,85,6,17,,BRK,2023
17.0,T.J. Warren,29.0,PF,26,0,490,0,0,20,62,18,0.1,-1.3,3,5,23,4,15,2,69,4,6,,BRK,2023
18.0,Markieff Morris,33.0,PF,27,1,285,0,0,9,59,32,6.2,5.4,8,1,15,3,3,1,55,0,0,,BRK,2023
19.0,David Duke Jr.,23.0,SG,23,0,228,0,23,64,13,0,-7.0,-8.8,10,2,11,4,10,3,55,3,10,,BRK,2023
20.0,Dru Smith,25.0,SG,10,0,91,45,53,2,0,0,-7.6,-9.0,1,1,7,0,2,0,40,1,3,,BRK,2023
21.0,Kessler Edwards,22.0,SF,14,1,79,0,0,37,62,1,-1.9,-3.2,4,0,2,0,1,0,4,0,1,,BRK,2023
22.0,Nerlens Noel,28.0,C,3,1,43,0,0,0,0,100,-8.7,-10.0,2,2,6,1,1,2,7,0,0,,BRK,2023
23.0,RaiQuan Gray,23.0,PF,1,0,35,0,0,0,35,65,-19.4,-20.9,2,1,3,0,1,0,16,0,0,,BRK,2023
24.0,Moses Brown,23.0,C,2,0,6,0,0,0,0,100,-43.3,-44.6,0,0,1,0,0,0,0,0,0,,BRK,2023
25.0,Alondes Williams,23.0,SG,1,0,5,0,100,0,0,0,-45.5,-46.8,1,0,0,0,0,0,0,0,0,,BRK,2023
,Team Totals,,,82,82,19728,20,20,20,20,20,1.3,0.9,522,243,893,151,800,145,5045,228,317,,BRK,2023
