Rk,Unnamed: 1,Salary,Team,Season
1,Zach LaVine,"$40,064,220",CHI,2024
2,DeMar DeRozan,"$28,600,000",CHI,2024
3,Lonzo Ball,"$20,465,117",CHI,2024
4,Nikola VuÄeviÄ,"$18,518,519",CHI,2024
5,Coby White,"$11,111,111",CHI,2024
6,Patrick Williams,"$9,835,881",CHI,2024
7,Alex Caruso,"$9,460,000",CHI,2024
8,Ayo Dosunmu,"$6,481,482",CHI,2024
9,Jevon Carter,"$6,190,476",CHI,2024
10,Derrick Jones,"$3,360,000",CHI,2024
11,Andre Drummond,"$3,360,000",CHI,2024
12,Dalen Terry,"$3,350,760",CHI,2024
13,Torrey Craig,"$2,528,233",CHI,2024
14,Terry Taylor,"$2,019,706",CHI,2024
15,Julian Phillips,"$1,600,000",CHI,2024
16,Onuralp Bitim,"$500,000",CHI,2024
17,Javonte Green,"$127,683",CHI,2024
18,Javonte Green,"$116,075",CHI,2024
19,Justin Lewis,,CHI,2024
20,Henri Drell,,CHI,2024
21,Andrew Funk,,CHI,2024
22,Onuralp Bitim,,CHI,2024
23,Adama Sanogo,,CHI,2024
