Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,32,50,26,56,-6.21,0.09,-6.12,112.9,119.3,97.6,0.223,0.457,0.565,13.9,21.1,0.163,0.558,11.7,74.1,0.215,Fiserv Forum,682644,MIL,2026
Lg Rank,21,10,25,25,25.0,13.0,25.0,24.0,27.0,23.0,29.0,5.0,3.0,28.0,30.0,30.0,25.0,23.0,15.0,20.0,,24,MIL,2026
