Rk,Unnamed: 1,Salary,Team,Season
1,LeBron James,"$52,627,153",LAL,2026
2,Luka DonÄiÄ,"$45,999,660",LAL,2026
3,Rui Hachimura,"$18,259,259",LAL,2026
4,Austin Reaves,"$13,937,574",LAL,2026
5,Jarred Vanderbilt,"$11,571,429",LAL,2026
6,Maxi Kleber,"$11,000,000",LAL,2026
7,Luke Kennard,"$11,000,000",LAL,2026
8,Deandre Ayton,"$8,104,000",LAL,2026
9,Jake LaRavia,"$6,000,000",LAL,2026
10,Marcus Smart,"$5,134,000",LAL,2026
11,Dalton Knecht,"$4,010,160",LAL,2026
12,Jaxson Hayes,"$3,449,323",LAL,2026
13,Bronny James,"$1,955,377",LAL,2026
14,Adou Thiero,"$1,272,870",LAL,2026
15,Kobe Bufkin,"$844,607",LAL,2026
16,Kobe Bufkin,"$131,970",LAL,2026
