No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
4,Steven Adams,C,6-11,265,"July 20, 1993",nz NZ,9,Pitt,MEM,2023
7,Santi Aldama,PF,7-0,215,"January 10, 2001",es ES,1,Loyola (MD),MEM,2023
22,Desmond Bane,SG,6-6,215,"June 25, 1998",us US,2,TCU,MEM,2023
24,Dillon Brooks,SF,6-7,225,"January 22, 1996",ca CA,5,Oregon,MEM,2023
1,Kennedy Chandler,PG,6-0,170,"September 16, 2002",us US,R,Tennessee,MEM,2023
15,Brandon Clarke,PF,6-8,215,"September 19, 1996",ca CA,3,"San Jose State, Gonzaga",MEM,2023
0,Jacob Gilyard,PG,5-8,160,"July 14, 1998",us US,R,Richmond,MEM,2023
14,Danny Green,SG,6-6,215,"June 22, 1987",us US,13,UNC,MEM,2023
13,Jaren Jackson Jr.,C,6-10,242,"September 15, 1999",us US,4,Michigan State,MEM,2023
21,Tyus Jones,PG,6-0,196,"May 10, 1996",us US,7,Duke,MEM,2023
10,Luke Kennard,SG,6-5,206,"June 24, 1996",us US,5,Duke,MEM,2023
46,John Konchar,SF,6-5,210,"March 22, 1996",us US,3,Purdue-Fort Wayne,MEM,2023
3,Jake LaRavia,PF,6-7,235,"November 3, 2001",us US,R,"Indiana State University, Wake Forest",MEM,2023
6,Kenneth Lofton Jr.,PF,6-6,275,"August 14, 2002",us US,R,Louisiana Tech,MEM,2023
12,Ja Morant,PG,6-2,174,"August 10, 1999",us US,3,Murray State,MEM,2023
27,David Roddy,PF,6-5,255,"March 27, 2001",us US,R,Colorado State,MEM,2023
2,Xavier Tillman Sr.,C,6-8,245,"January 12, 1999",us US,2,Michigan State,MEM,2023
5,Vince Williams Jr.,SG,6-4,205,"August 30, 2000",us US,R,VCU,MEM,2023
8,Ziaire Williams,SF,6-9,185,"September 12, 2001",us US,1,Stanford,MEM,2023
