Rk,Unnamed: 1,Salary,Team,Season
1,Zion Williamson,"$39,446,090",NOP,2026
2,Jordan Poole,"$31,848,215",NOP,2026
3,Dejounte Murray,"$30,801,103",NOP,2026
4,Trey Murphy III,"$25,000,000",NOP,2026
5,Herbert Jones,"$13,937,574",NOP,2026
6,Kevon Looney,"$8,000,000",NOP,2026
7,Jeremiah Fears,"$7,520,040",NOP,2026
8,Saddiq Bey,"$6,118,644",NOP,2026
9,Dalen Terry,"$5,399,118",NOP,2026
10,Derik Queen,"$5,157,960",NOP,2026
11,Jordan Hawkins,"$4,741,320",NOP,2026
12,Yves Missi,"$3,353,040",NOP,2026
13,DeAndre Jordan,"$2,269,880",NOP,2026
14,Karlo MatkoviÄ,"$1,955,377",NOP,2026
15,Micah Peavy,"$1,272,870",NOP,2026
16,Bryce McGowens,"$724,598",NOP,2026
17,Jaden Springer,"$70,732",NOP,2026
