No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
13,Bam Adebayo,C,6-9,255,"July 18, 1997",us US,4,Kentucky,MIA,2022
22,Jimmy Butler,SF,6-6,230,"September 14, 1989",us US,10,"Tyler Junior College, Marquette",MIA,2022
21,Dewayne Dedmon,C,6-10,245,"August 12, 1989",us US,8,USC,MIA,2022
0,Marcus Garrett,SG,6-5,205,"November 9, 1998",us US,R,Kansas,MIA,2022
5,Kyle Guy,SG,6-1,167,"August 11, 1997",us US,2,Virginia,MIA,2022
40,Udonis Haslem,C,6-8,235,"June 9, 1980",us US,18,Florida,MIA,2022
14,Tyler Herro,SG,6-5,195,"January 20, 2000",us US,2,Kentucky,MIA,2022
24,Haywood Highsmith,SF,6-5,220,"December 9, 1996",us US,1,Wheeling University,MIA,2022
7,Kyle Lowry,PG,6-0,196,"March 25, 1986",us US,15,Villanova,MIA,2022
16,Caleb Martin,SF,6-5,205,"September 28, 1995",us US,2,"NC State, Nevada",MIA,2022
8,Markieff Morris,PF,6-9,245,"September 2, 1989",us US,10,Kansas,MIA,2022
12,Mychal Mulder,PG,6-3,195,"June 12, 1994",ca CA,2,"Vincennes University, Kentucky",MIA,2022
11,KZ Okpala,PF,6-8,215,"April 28, 1999",us US,2,Stanford,MIA,2022
4,Victor Oladipo,SG,6-3,213,"May 4, 1992",us US,8,Indiana,MIA,2022
55,Duncan Robinson,SG,6-7,215,"April 22, 1994",us US,3,"Williams, Michigan",MIA,2022
30,Chris Silva,PF,6-8,234,"September 19, 1996",ga GA,2,South Carolina,MIA,2022
15,Javonte Smart,PG,6-4,205,"June 3, 1999",us US,R,LSU,MIA,2022
9,Nik Stauskas,SG,6-6,205,"October 7, 1993",ca CA,5,Michigan,MIA,2022
31,Max Strus,SF,6-5,215,"March 28, 1996",us US,2,"Lewis (IL), DePaul",MIA,2022
17,P.J. Tucker,PF,6-5,245,"May 5, 1985",us US,10,Texas,MIA,2022
2,Gabe Vincent,PG,6-2,200,"June 14, 1996",us US,2,UC Santa Barbara,MIA,2022
77,Omer Yurtseven,C,6-11,275,"June 19, 1998",uz UZ,R,"NC State, Georgetown",MIA,2022
