Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Pascal Siakam,31.0,PF,62,62,2057,0,0,6,84,11,-5.1,5.5,44,53,63,30,180,5,590,47,48,AS,IND,2026
2.0,Jarace Walker,22.0,PF,76,41,1953,0,2,58,40,0,-10.6,-5.8,69,53,74,8,81,1,448,15,30,,IND,2026
3.0,Andrew Nembhard,26.0,PG,57,57,1786,77,23,0,0,0,-10.0,-4.1,62,49,52,8,104,12,1053,17,38,,IND,2026
4.0,Jay Huff,27.0,C,82,47,1719,0,0,0,0,100,-6.9,1.6,32,20,125,17,47,3,298,16,20,,IND,2026
5.0,Ben Sheppard,24.0,SG,65,20,1390,11,69,20,0,0,-8.6,-1.3,25,12,81,3,22,7,274,5,25,,IND,2026
6.0,Aaron Nesmith,26.0,SF,45,42,1335,0,37,61,3,0,-7.1,1.0,28,18,63,12,48,24,212,14,36,,IND,2026
7.0,T.J. McConnell,33.0,PG,56,4,963,100,0,0,0,0,-6.8,1.2,35,21,38,1,15,22,719,5,23,,IND,2026
8.0,Micah Potter,27.0,C,47,7,908,0,0,0,8,92,-6.4,1.8,18,14,49,10,40,2,168,4,10,,IND,2026
9.0,Quenton Jackson,27.0,PG,49,19,897,85,15,0,0,0,-3.6,5.4,31,18,37,3,52,22,346,13,25,,IND,2026
10.0,Bennedict Mathurin,23.0,SF,28,24,891,0,35,61,5,0,-10.9,-4.0,27,23,38,8,68,6,157,14,12,,IND,2026
11.0,Kobe Brown,26.0,PF,27,10,668,0,0,32,65,3,-9.9,-2.6,22,12,33,2,14,4,134,3,14,,IND,2026
12.0,Ethan Thompson,26.0,SG,32,13,653,12,79,8,0,0,-0.7,8.4,16,6,46,1,18,7,135,4,13,,IND,2026
13.0,Johnny Furphy,21.0,SG,35,21,643,0,49,46,5,0,-3.3,5.4,11,8,41,6,16,3,94,5,17,,IND,2026
14.0,Isaiah Jackson,24.0,C,38,14,638,0,0,0,8,92,-7.1,0.8,11,12,63,15,32,1,71,8,10,,IND,2026
15.0,Kam Jones,23.0,SG,37,7,616,17,60,22,1,0,-10.9,-3.8,21,11,19,2,3,0,301,0,12,,IND,2026
16.0,Taelon Peter,23.0,SG,38,0,492,61,35,4,0,0,-10.8,-3.5,21,5,23,0,5,8,100,1,5,,IND,2026
17.0,Obi Toppin,27.0,PF,24,3,424,0,0,3,94,3,-4.5,3.6,16,8,18,1,18,0,132,4,8,,IND,2026
18.0,Tony Bradley,28.0,C,38,3,416,0,0,1,4,95,-11.3,-4.0,5,3,30,8,20,1,48,3,13,,IND,2026
19.0,Jalen Slawson,26.0,SF,13,6,311,0,5,77,19,0,-4.6,3.4,9,4,14,1,8,1,89,2,6,,IND,2026
20.0,Jeremiah Robinson-Earl,25.0,PF,17,3,300,0,0,3,94,3,-10.2,-2.7,6,3,14,0,8,1,27,3,11,,IND,2026
21.0,Garrison Mathews,29.0,SG,15,1,196,0,78,22,0,0,-1.9,6.2,2,0,11,0,9,7,22,0,2,,IND,2026
22.0,RayJ Dennis,24.0,PG,13,0,168,100,0,0,0,0,-14.6,-7.2,9,4,10,0,1,1,58,0,2,,IND,2026
23.0,Ivica Zubac,28.0,C,5,5,118,0,0,0,3,97,-18.4,-10.9,2,1,7,1,6,0,21,4,5,,IND,2026
24.0,Monte Morris,30.0,PG,6,0,65,79,22,0,0,0,-18.7,-11.2,1,1,1,0,1,0,21,0,1,,IND,2026
25.0,James Wiseman,24.0,C,4,1,58,0,0,0,10,90,-11.6,-3.9,1,4,4,0,1,0,8,0,1,,IND,2026
26.0,Cody Martin,30.0,SF,4,0,55,0,32,64,4,0,-19.3,-11.7,2,1,4,0,2,1,5,0,1,,IND,2026
27.0,Mac McClung,27.0,SG,3,0,34,20,71,9,0,0,-19.2,-11.6,2,0,3,0,3,0,2,2,1,,IND,2026
,Team Totals,,,82,82,19754,20,20,20,20,20,-7.7,0.0,528,364,961,137,822,139,5533,189,389,,IND,2026
