Rk,Unnamed: 1,Salary,Team,Season
1,Donovan Mitchell,"$46,394,100",CLE,2026
2,Evan Mobley,"$46,394,100",CLE,2026
3,James Harden,"$39,182,693",CLE,2026
4,Jarrett Allen,"$20,000,000",CLE,2026
5,Max Strus,"$15,936,452",CLE,2026
6,Dennis Schr̦der,"$14,104,000",CLE,2026
7,Sam Merrill,"$8,482,144",CLE,2026
8,Dean Wade,"$6,623,456",CLE,2026
9,Jaylon Tyson,"$3,492,480",CLE,2026
10,Keon Ellis,"$2,301,587",CLE,2026
11,Larry Nance Jr.,"$2,296,274",CLE,2026
12,Thomas Bryant,"$2,296,274",CLE,2026
13,Craig Porter Jr.,"$2,221,677",CLE,2026
14,Tyrese Proctor,"$1,272,870",CLE,2026
15,Nae'Qwan Tomlin,"$718,150",CLE,2026
16,Ricky Rubio,"$424,672",CLE,2026
