Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,52,30,50,32,3.3,-0.18,3.12,112.8,109.4,95.4,0.249,0.439,0.538,11.7,21.3,0.192,0.521,12.2,78.0,0.185,American Airlines Center,808037,DAL,2022
Lg Rank,5,26,7,7,8.0,25.0,8.0,15.0,6.0,30.0,14.0,5.0,13.0,8.0,24.0,18.0,6.0,15.0,8.0,10.0,,3,DAL,2022
