Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,36,46,36,46,-2.18,-0.19,-2.38,117.2,119.4,100.1,0.251,0.408,0.539,11.6,27.1,0.2,0.572,12.4,75.2,0.192,State Farm Arena,696418,ATL,2024
Lg Rank,21,10,21,21,21.0,22.0,21.0,12.0,27.0,5.0,12.0,9.0,17.0,11.0,5.0,11.0,30.0,11.0,20.0,15.0,,25,ATL,2024
