G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 20, 2021",7:00p,,Box Score,,Chicago Bulls,L,,88,94,0,1,L 1,20088,2:09,,DET,2022
2,"Sat, Oct 23, 2021",8:00p,,Box Score,@,Chicago Bulls,L,,82,97,0,2,L 2,18888,2:11,,DET,2022
3,"Mon, Oct 25, 2021",7:30p,,Box Score,@,Atlanta Hawks,L,,104,122,0,3,L 3,14209,2:04,,DET,2022
4,"Thu, Oct 28, 2021",7:00p,,Box Score,@,Philadelphia 76ers,L,,102,110,0,4,L 4,20017,2:22,,DET,2022
5,"Sat, Oct 30, 2021",7:00p,,Box Score,,Orlando Magic,W,,110,103,1,4,W 1,11423,2:12,,DET,2022
6,"Sun, Oct 31, 2021",7:30p,,Box Score,@,Brooklyn Nets,L,,91,117,1,5,L 1,13507,2:05,,DET,2022
7,"Tue, Nov 2, 2021",7:00p,,Box Score,,Milwaukee Bucks,L,,89,117,1,6,L 2,9254,2:11,,DET,2022
8,"Thu, Nov 4, 2021",7:00p,,Box Score,,Philadelphia 76ers,L,,98,109,1,7,L 3,8702,2:12,,DET,2022
9,"Fri, Nov 5, 2021",7:00p,,Box Score,,Brooklyn Nets,L,,90,96,1,8,L 4,14235,2:18,,DET,2022
10,"Wed, Nov 10, 2021",7:30p,,Box Score,@,Houston Rockets,W,,112,104,2,8,W 1,15350,2:27,,DET,2022
11,"Fri, Nov 12, 2021",7:30p,,Box Score,@,Cleveland Cavaliers,L,,78,98,2,9,L 1,17095,1:58,,DET,2022
12,"Sat, Nov 13, 2021",7:30p,,Box Score,@,Toronto Raptors,W,,127,121,3,9,W 1,19800,2:21,,DET,2022
13,"Mon, Nov 15, 2021",7:00p,,Box Score,,Sacramento Kings,L,,107,129,3,10,L 1,10092,2:02,,DET,2022
14,"Wed, Nov 17, 2021",7:00p,,Box Score,,Indiana Pacers,W,,97,89,4,10,W 1,11457,2:16,,DET,2022
15,"Fri, Nov 19, 2021",7:00p,,Box Score,,Golden State Warriors,L,,102,105,4,11,L 1,20088,2:16,,DET,2022
16,"Sun, Nov 21, 2021",6:00p,,Box Score,,Los Angeles Lakers,L,,116,121,4,12,L 2,15532,2:34,,DET,2022
17,"Tue, Nov 23, 2021",7:00p,,Box Score,,Miami Heat,L,,92,100,4,13,L 3,13123,2:14,,DET,2022
18,"Wed, Nov 24, 2021",8:00p,,Box Score,@,Milwaukee Bucks,L,,93,114,4,14,L 4,17341,2:04,,DET,2022
