Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Team,Season
1.0,Scottie Barnes,22.0,SG,60,60,2094,19.5,0.566,0.314,0.266,7.3,18.9,13.0,26.2,1.7,3.7,13.6,24.8,2.3,2.0,4.3,0.098,2.9,0.8,3.7,3.0,AS,TOR,2024
2.0,Gary Trent Jr.,25.0,SG,71,41,1994,12.0,0.548,0.535,0.113,1.4,9.2,5.2,8.6,1.9,0.4,5.0,20.0,0.8,0.9,1.7,0.04,-1.2,-1.4,-2.6,-0.3,,TOR,2024
3.0,Dennis Schr̦der,30.0,PG,51,33,1559,13.9,0.559,0.394,0.267,1.5,8.5,4.9,28.0,1.4,0.5,11.7,19.4,2.0,0.5,2.5,0.076,-0.5,-1.3,-1.8,0.1,,TOR,2024
4.0,Pascal Siakam,29.0,PF,39,39,1354,18.8,0.6,0.233,0.358,4.3,15.9,10.0,22.1,1.1,0.7,10.3,25.3,2.4,0.6,3.0,0.106,2.2,-0.8,1.4,1.2,,TOR,2024
5.0,Jakob Poeltl,28.0,C,50,50,1319,18.9,0.653,0.0,0.283,11.9,24.1,17.9,14.0,1.3,5.1,15.3,16.2,2.4,1.4,3.8,0.138,-0.3,1.0,0.7,0.9,,TOR,2024
6.0,Gradey Dick,20.0,SG,60,17,1268,8.9,0.546,0.542,0.115,2.3,9.3,5.7,7.4,1.3,0.1,9.7,17.4,-0.1,0.4,0.3,0.01,-3.2,-2.2,-5.4,-1.1,,TOR,2024
7.0,Immanuel Quickley,24.0,PG,38,38,1265,16.5,0.564,0.485,0.27,1.0,15.1,7.9,29.5,1.3,0.5,10.1,23.5,1.9,0.6,2.5,0.095,1.9,-1.3,0.6,0.8,,TOR,2024
8.0,RJ Barrett,23.0,SG,32,32,1072,17.8,0.615,0.244,0.339,3.4,17.8,10.5,19.5,0.9,1.1,12.3,25.7,1.2,0.5,1.7,0.078,1.5,-1.4,0.1,0.6,,TOR,2024
9.0,OG Anunoby,26.0,SF,27,27,900,12.6,0.598,0.508,0.143,2.9,10.2,6.5,11.4,1.5,1.3,11.2,18.2,0.6,0.4,1.0,0.052,-0.8,-0.7,-1.6,0.1,,TOR,2024
10.0,Bruce Brown,27.0,PG,34,11,885,10.9,0.557,0.235,0.224,3.4,12.9,8.1,14.3,1.3,0.9,13.3,16.4,0.3,0.4,0.7,0.04,-3.1,-1.4,-4.5,-0.5,,TOR,2024
