Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,41,41,42,40,0.29,0.02,0.32,116.6,116.3,100.7,0.244,0.331,0.541,11.2,25.1,0.2,0.552,12.4,75.8,0.206,State Farm Arena,719787,ATL,2023
Lg Rank,17,13,18,18,18.0,15.0,17.0,7.0,22.0,9.0,26.0,30.0,19.0,2.0,8.0,22.0,22.0,15.0,19.0,12.0,,18,ATL,2023
