Rk,Unnamed: 1,Salary,Team,Season
1,Otto Porter,"$28,489,239",ORL,2021
2,Gary Harris,"$19,160,714",ORL,2021
3,Terrence Ross,"$13,500,000",ORL,2021
4,Markelle Fultz,"$12,288,697",ORL,2021
5,Jonathan Isaac,"$7,362,566",ORL,2021
6,Mohamed Bamba,"$5,969,040",ORL,2021
7,Wendell Carter,"$5,448,840",ORL,2021
8,Michael Carter-Williams,"$3,300,000",ORL,2021
9,James Ennis,"$3,300,000",ORL,2021
10,Cole Anthony,"$3,285,120",ORL,2021
11,Chuma Okeke,"$3,121,080",ORL,2021
12,Khem Birch,"$2,586,036",ORL,2021
13,R.J. Hampton,"$2,193,480",ORL,2021
14,Dwayne Bacon,"$1,678,854",ORL,2021
15,Jeff Teague,"$1,620,564",ORL,2021
16,Donta Hall,"$277,256",ORL,2021
17,Moritz Wagner,"$221,995",ORL,2021
18,Robert Franks,"$198,040",ORL,2021
19,Ignas Brazdeikis,"$148,530",ORL,2021
20,Devin Cannady,"$61,528",ORL,2021
21,Karim Man̩,$0,ORL,2021
22,Chasson Randle,$0,ORL,2021
23,Sindarius Thornwell,$0,ORL,2021
