Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,14,68,20,62,-9.11,0.05,-9.06,109.7,118.8,99.8,0.246,0.36,0.526,13.5,23.9,0.193,0.558,11.1,77.3,0.221,Little Caesars Arena,726378,DET,2024
Lg Rank,30,1,28,28,28.0,12.0,28.0,27.0,26.0,9.0,15.0,27.0,28.0,29.0,18.0,14.0,25.0,27.0,4.0,29.0,,20,DET,2024
