Rk,Unnamed: 1,Salary,Team,Season
1,LeBron James,"$47,607,350",LAL,2024
2,Anthony Davis,"$40,600,080",LAL,2024
3,D'Angelo Russell,"$17,307,693",LAL,2024
4,Rui Hachimura,"$15,740,741",LAL,2024
5,Austin Reaves,"$12,015,150",LAL,2024
6,Gabe Vincent,"$10,500,000",LAL,2024
7,Jarred Vanderbilt,"$4,698,000",LAL,2024
8,Taurean Prince,"$4,516,000",LAL,2024
9,Jalen Hood-Schifino,"$3,695,040",LAL,2024
10,Christian Wood,"$2,709,849",LAL,2024
11,Jaxson Hayes,"$2,165,000",LAL,2024
12,Cam Reddish,"$2,165,000",LAL,2024
13,Max Christie,"$1,719,864",LAL,2024
14,Spencer Dinwiddie,"$1,554,654",LAL,2024
15,Maxwell Lewis,"$1,119,563",LAL,2024
16,Colin Castleton,,LAL,2024
17,D'Moi Hodge,,LAL,2024
18,Alex Fudge,,LAL,2024
19,Dylan Windler,,LAL,2024
20,Skylar Mays,,LAL,2024
21,Harry Giles,,LAL,2024
