Rk,Unnamed: 1,Salary,Team,Season
1,Rudy Gobert,"$43,827,586",MIN,2025
2,Anthony Edwards,"$42,176,400",MIN,2025
3,Julius Randle,"$33,073,920",MIN,2025
4,Jaden McDaniels,"$23,017,242",MIN,2025
5,Naz Reid,"$13,986,432",MIN,2025
6,Donte DiVincenzo,"$11,445,000",MIN,2025
7,Mike Conley,"$9,975,962",MIN,2025
8,Rob Dillingham,"$6,262,920",MIN,2025
9,Nickeil Alexander-Walker,"$4,312,500",MIN,2025
10,Keita Bates-Diop,"$2,654,644",MIN,2025
11,Terrence Shannon,"$2,546,640",MIN,2025
12,Luka Garza,"$2,162,606",MIN,2025
13,Joe Ingles,"$2,087,519",MIN,2025
14,Josh Minott,"$2,019,699",MIN,2025
15,Leonard Miller,"$1,891,857",MIN,2025
16,PJ Dozier,"$1,051,255",MIN,2025
17,Jaylen Clark,"$492,323",MIN,2025
18,Jesse Edwards,,MIN,2025
19,Daishen Nix,,MIN,2025
20,Tristen Newton,,MIN,2025
21,Jaylen Clark,,MIN,2025
22,Bones Hyland,,MIN,2025
