Rk,Unnamed: 1,Salary,Team,Season
1,Giannis Antetokounmpo,"$48,787,676",MIL,2025
2,Damian Lillard,"$48,787,676",MIL,2025
3,Kyle Kuzma,"$24,456,061",MIL,2025
4,Brook Lopez,"$23,000,000",MIL,2025
5,Bobby Portis,"$12,578,286",MIL,2025
6,Pat Connaughton,"$9,423,869",MIL,2025
7,Kevin Porter,"$2,366,937",MIL,2025
8,A.J. Green,"$2,120,693",MIL,2025
9,Jericho Sims,"$2,092,344",MIL,2025
10,Taurean Prince,"$2,087,519",MIL,2025
11,Gary Trent,"$2,087,519",MIL,2025
12,Andre Jackson,"$1,891,857",MIL,2025
13,Chris Livingston,"$1,891,857",MIL,2025
14,Tyler Smith,"$1,157,153",MIL,2025
15,Ryan Rollins,"$491,887",MIL,2025
16,Stanley Umude,,MIL,2025
17,AnÅ¾ejs PaseÄÅiks,,MIL,2025
18,Liam Robbins,,MIL,2025
19,Ryan Rollins,,MIL,2025
20,Pete Nance,,MIL,2025
21,Jamaree Bouyea,,MIL,2025
