G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 25, 2023",7:30p,,Box Score,@,Brooklyn Nets,W,,114,113,1,0,W 1,17931,2:18,,CLE,2024
2,"Fri, Oct 27, 2023",7:30p,,Box Score,,Oklahoma City Thunder,L,,105,108,1,1,L 1,19432,2:27,,CLE,2024
3,"Sat, Oct 28, 2023",7:30p,,Box Score,,Indiana Pacers,L,,113,125,1,2,L 2,19432,2:10,,CLE,2024
4,"Tue, Oct 31, 2023",7:30p,,Box Score,,New York Knicks,L,,91,109,1,3,L 3,19432,2:14,,CLE,2024
5,"Wed, Nov 1, 2023",7:30p,,Box Score,@,New York Knicks,W,,95,89,2,3,W 1,19812,2:22,,CLE,2024
6,"Fri, Nov 3, 2023",7:00p,,Box Score,@,Indiana Pacers,L,,116,121,2,4,L 1,16744,2:19,In-Season Tournament,CLE,2024
7,"Sun, Nov 5, 2023",6:00p,,Box Score,,Golden State Warriors,W,,115,104,3,4,W 1,19432,2:17,,CLE,2024
8,"Wed, Nov 8, 2023",8:00p,,Box Score,@,Oklahoma City Thunder,L,,120,128,3,5,L 1,16314,2:19,,CLE,2024
9,"Sat, Nov 11, 2023",8:30p,,Box Score,@,Golden State Warriors,W,,118,110,4,5,W 1,18064,2:49,,CLE,2024
10,"Mon, Nov 13, 2023",10:00p,,Box Score,@,Sacramento Kings,L,,120,132,4,6,L 1,17829,2:17,,CLE,2024
11,"Wed, Nov 15, 2023",10:00p,,Box Score,@,Portland Trail Blazers,W,,109,95,5,6,W 1,18137,2:10,,CLE,2024
12,"Fri, Nov 17, 2023",7:30p,,Box Score,,Detroit Pistons,W,,108,100,6,6,W 2,19432,2:05,In-Season Tournament,CLE,2024
13,"Sun, Nov 19, 2023",6:00p,,Box Score,,Denver Nuggets,W,,121,109,7,6,W 3,19432,2:05,,CLE,2024
14,"Tue, Nov 21, 2023",7:30p,,Box Score,@,Philadelphia 76ers,W,OT,122,119,8,6,W 4,20565,2:51,In-Season Tournament,CLE,2024
15,"Wed, Nov 22, 2023",7:30p,,Box Score,,Miami Heat,L,,96,129,8,7,L 1,19432,2:10,,CLE,2024
16,"Sat, Nov 25, 2023",7:30p,,Box Score,,Los Angeles Lakers,L,,115,121,8,8,L 2,19432,2:12,,CLE,2024
17,"Sun, Nov 26, 2023",7:30p,,Box Score,,Toronto Raptors,W,,105,102,9,8,W 1,19432,2:16,,CLE,2024
18,"Tue, Nov 28, 2023",7:30p,,Box Score,,Atlanta Hawks,W,,128,105,10,8,W 2,19432,2:10,In-Season Tournament,CLE,2024
19,"Thu, Nov 30, 2023",7:00p,,Box Score,,Portland Trail Blazers,L,,95,103,10,9,L 1,19432,2:04,,CLE,2024
20,"Sat, Dec 2, 2023",7:00p,,Box Score,@,Detroit Pistons,W,,110,101,11,9,W 1,18924,2:05,,CLE,2024
21,"Wed, Dec 6, 2023",7:00p,,Box Score,,Orlando Magic,W,,121,111,12,9,W 2,19432,2:25,,CLE,2024
22,"Fri, Dec 8, 2023",8:00p,,Box Score,@,Miami Heat,W,,111,99,13,9,W 3,19600,2:12,,CLE,2024
23,"Mon, Dec 11, 2023",7:00p,,Box Score,@,Orlando Magic,L,,94,104,13,10,L 1,19032,2:25,,CLE,2024
24,"Tue, Dec 12, 2023",7:30p,,Box Score,@,Boston Celtics,L,,113,120,13,11,L 2,19156,2:02,,CLE,2024
25,"Thu, Dec 14, 2023",7:30p,,Box Score,@,Boston Celtics,L,,107,116,13,12,L 3,19156,2:07,,CLE,2024
26,"Sat, Dec 16, 2023",7:30p,,Box Score,,Atlanta Hawks,W,,127,119,14,12,W 1,19432,2:09,,CLE,2024
27,"Mon, Dec 18, 2023",7:00p,,Box Score,,Houston Rockets,W,OT,135,130,15,12,W 2,19432,2:41,,CLE,2024
28,"Wed, Dec 20, 2023",7:00p,,Box Score,,Utah Jazz,W,,124,116,16,12,W 3,19432,2:07,,CLE,2024
29,"Thu, Dec 21, 2023",7:30p,,Box Score,,New Orleans Pelicans,L,,104,123,16,13,L 1,19432,1:55,,CLE,2024
30,"Sat, Dec 23, 2023",8:00p,,Box Score,@,Chicago Bulls,W,,109,95,17,13,W 1,19583,2:07,,CLE,2024
31,"Wed, Dec 27, 2023",8:30p,,Box Score,@,Dallas Mavericks,W,,113,110,18,13,W 2,20377,2:15,,CLE,2024
32,"Fri, Dec 29, 2023",7:30p,,Box Score,,Milwaukee Bucks,L,,111,119,18,14,L 1,19432,2:16,,CLE,2024
33,"Mon, Jan 1, 2024",7:30p,,Box Score,@,Toronto Raptors,L,,121,124,18,15,L 2,19800,2:28,,CLE,2024
34,"Wed, Jan 3, 2024",7:00p,,Box Score,,Washington Wizards,W,,140,101,19,15,W 1,19432,1:57,,CLE,2024
35,"Fri, Jan 5, 2024",7:30p,,Box Score,,Washington Wizards,W,,114,90,20,15,W 2,19432,2:05,,CLE,2024
36,"Sun, Jan 7, 2024",1:00p,,Box Score,,San Antonio Spurs,W,,117,115,21,15,W 3,19432,2:18,,CLE,2024
37,"Thu, Jan 11, 2024",2:00p,,Box Score,,Brooklyn Nets,W,,111,102,22,15,W 4,15887,2:31,"at Paris, France",CLE,2024
38,"Mon, Jan 15, 2024",7:00p,,Box Score,,Chicago Bulls,W,,109,91,23,15,W 5,19432,2:10,,CLE,2024
39,"Wed, Jan 17, 2024",7:30p,,Box Score,,Milwaukee Bucks,W,,135,95,24,15,W 6,19432,2:02,,CLE,2024
40,"Sat, Jan 20, 2024",7:30p,,Box Score,@,Atlanta Hawks,W,,116,95,25,15,W 7,17047,2:04,,CLE,2024
41,"Mon, Jan 22, 2024",7:00p,,Box Score,@,Orlando Magic,W,,126,99,26,15,W 8,19301,2:12,,CLE,2024
42,"Wed, Jan 24, 2024",8:00p,,Box Score,@,Milwaukee Bucks,L,,116,126,26,16,L 1,17510,2:09,,CLE,2024
43,"Fri, Jan 26, 2024",8:00p,,Box Score,@,Milwaukee Bucks,W,,112,100,27,16,W 1,17855,2:27,,CLE,2024
44,"Mon, Jan 29, 2024",7:00p,,Box Score,,Los Angeles Clippers,W,,118,108,28,16,W 2,19432,2:18,,CLE,2024
45,"Wed, Jan 31, 2024",7:00p,,Box Score,,Detroit Pistons,W,,128,121,29,16,W 3,19432,2:13,,CLE,2024
46,"Thu, Feb 1, 2024",8:00p,,Box Score,@,Memphis Grizzlies,W,,108,101,30,16,W 4,15505,2:13,,CLE,2024
47,"Sat, Feb 3, 2024",8:30p,,Box Score,@,San Antonio Spurs,W,,117,101,31,16,W 5,18354,2:14,,CLE,2024
48,"Mon, Feb 5, 2024",7:00p,,Box Score,,Sacramento Kings,W,,136,110,32,16,W 6,19432,2:08,,CLE,2024
49,"Wed, Feb 7, 2024",7:00p,,Box Score,@,Washington Wizards,W,,114,106,33,16,W 7,15860,2:13,,CLE,2024
50,"Thu, Feb 8, 2024",7:30p,,Box Score,@,Brooklyn Nets,W,,118,95,34,16,W 8,17304,2:03,,CLE,2024
51,"Sat, Feb 10, 2024",7:30p,,Box Score,@,Toronto Raptors,W,,119,95,35,16,W 9,19800,2:03,,CLE,2024
52,"Mon, Feb 12, 2024",7:00p,,Box Score,,Philadelphia 76ers,L,,121,123,35,17,L 1,19432,2:21,,CLE,2024
53,"Wed, Feb 14, 2024",7:30p,,Box Score,,Chicago Bulls,W,,108,105,36,17,W 1,19432,2:20,,CLE,2024
54,"Thu, Feb 22, 2024",7:00p,,Box Score,,Orlando Magic,L,,109,116,36,18,L 1,19432,2:15,,CLE,2024
55,"Fri, Feb 23, 2024",7:30p,,Box Score,@,Philadelphia 76ers,L,,97,104,36,19,L 2,19938,2:19,,CLE,2024
56,"Sun, Feb 25, 2024",6:00p,,Box Score,@,Washington Wizards,W,,114,105,37,19,W 1,17895,2:14,,CLE,2024
57,"Tue, Feb 27, 2024",7:00p,,Box Score,,Dallas Mavericks,W,,121,119,38,19,W 2,19432,2:05,,CLE,2024
58,"Wed, Feb 28, 2024",8:00p,,Box Score,@,Chicago Bulls,L,2OT,123,132,38,20,L 1,21700,2:43,,CLE,2024
59,"Fri, Mar 1, 2024",7:00p,,Box Score,@,Detroit Pistons,W,,110,100,39,20,W 1,19299,2:12,,CLE,2024
60,"Sun, Mar 3, 2024",7:00p,,Box Score,,New York Knicks,L,,98,107,39,21,L 1,19432,2:07,,CLE,2024
61,"Tue, Mar 5, 2024",7:30p,,Box Score,,Boston Celtics,W,,105,104,40,21,W 1,19432,2:11,,CLE,2024
62,"Wed, Mar 6, 2024",7:30p,,Box Score,@,Atlanta Hawks,L,,101,112,40,22,L 1,15841,2:03,,CLE,2024
63,"Fri, Mar 8, 2024",7:30p,,Box Score,,Minnesota Timberwolves,W,OT,113,104,41,22,W 1,19432,2:49,,CLE,2024
64,"Sun, Mar 10, 2024",7:00p,,Box Score,,Brooklyn Nets,L,,101,120,41,23,L 1,19432,2:05,,CLE,2024
65,"Mon, Mar 11, 2024",7:30p,,Box Score,,Phoenix Suns,L,,111,117,41,24,L 2,19432,2:10,,CLE,2024
66,"Wed, Mar 13, 2024",8:00p,,Box Score,@,New Orleans Pelicans,W,,116,95,42,24,W 1,17727,1:57,,CLE,2024
67,"Sat, Mar 16, 2024",5:00p,,Box Score,@,Houston Rockets,L,,103,117,42,25,L 1,18055,2:01,,CLE,2024
68,"Mon, Mar 18, 2024",7:00p,,Box Score,@,Indiana Pacers,W,,108,103,43,25,W 1,17274,2:17,,CLE,2024
69,"Wed, Mar 20, 2024",7:00p,,Box Score,,Miami Heat,L,,104,107,43,26,L 1,19432,2:14,,CLE,2024
70,"Fri, Mar 22, 2024",8:00p,,Box Score,@,Minnesota Timberwolves,L,,91,104,43,27,L 2,18024,2:02,,CLE,2024
71,"Sun, Mar 24, 2024",6:00p,,Box Score,@,Miami Heat,L,,84,121,43,28,L 3,19645,2:06,,CLE,2024
72,"Mon, Mar 25, 2024",7:00p,,Box Score,,Charlotte Hornets,W,,115,92,44,28,W 1,19432,2:04,,CLE,2024
73,"Wed, Mar 27, 2024",7:00p,,Box Score,@,Charlotte Hornets,L,,111,118,44,29,L 1,15303,2:10,,CLE,2024
74,"Fri, Mar 29, 2024",7:30p,,Box Score,,Philadelphia 76ers,W,,117,114,45,29,W 1,19432,2:19,,CLE,2024
75,"Sun, Mar 31, 2024",3:30p,,Box Score,@,Denver Nuggets,L,,101,130,45,30,L 1,19621,2:07,,CLE,2024
76,"Tue, Apr 2, 2024",9:00p,,Box Score,@,Utah Jazz,W,,129,113,46,30,W 1,18206,2:05,,CLE,2024
77,"Wed, Apr 3, 2024",10:00p,,Box Score,@,Phoenix Suns,L,,101,122,46,31,L 1,17071,2:14,,CLE,2024
