G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 25, 2023",7:00p,,Box Score,@,Indiana Pacers,L,,120,143,0,1,L 1,16004,2:07,,WAS,2024
2,"Sat, Oct 28, 2023",7:00p,,Box Score,,Memphis Grizzlies,W,,113,106,1,1,W 1,16191,2:16,,WAS,2024
3,"Mon, Oct 30, 2023",7:00p,,Box Score,,Boston Celtics,L,,107,126,1,2,L 1,17898,2:06,,WAS,2024
4,"Wed, Nov 1, 2023",7:30p,,Box Score,@,Atlanta Hawks,L,,121,130,1,3,L 2,15925,2:11,,WAS,2024
5,"Fri, Nov 3, 2023",8:00p,,Box Score,@,Miami Heat,L,,114,121,1,4,L 3,19660,2:09,In-Season Tournament,WAS,2024
6,"Mon, Nov 6, 2023",7:00p,,Box Score,@,Philadelphia 76ers,L,,128,146,1,5,L 4,19765,2:14,,WAS,2024
7,"Wed, Nov 8, 2023",7:00p,,Box Score,@,Charlotte Hornets,W,,132,116,2,5,W 1,14267,2:16,,WAS,2024
8,"Fri, Nov 10, 2023",7:00p,,Box Score,,Charlotte Hornets,L,,117,124,2,6,L 1,17602,2:15,In-Season Tournament,WAS,2024
9,"Sun, Nov 12, 2023",3:00p,,Box Score,@,Brooklyn Nets,L,,94,102,2,7,L 2,17732,2:17,,WAS,2024
10,"Mon, Nov 13, 2023",7:30p,,Box Score,@,Toronto Raptors,L,,107,111,2,8,L 3,19800,2:14,,WAS,2024
11,"Wed, Nov 15, 2023",7:00p,,Box Score,,Dallas Mavericks,L,,117,130,2,9,L 4,16632,2:07,,WAS,2024
12,"Fri, Nov 17, 2023",7:00p,,Box Score,,New York Knicks,L,,99,120,2,10,L 5,16886,2:18,In-Season Tournament,WAS,2024
13,"Mon, Nov 20, 2023",7:00p,,Box Score,,Milwaukee Bucks,L,,129,142,2,11,L 6,17746,2:05,,WAS,2024
14,"Wed, Nov 22, 2023",7:00p,,Box Score,@,Charlotte Hornets,L,,114,117,2,12,L 7,16432,2:12,,WAS,2024
15,"Fri, Nov 24, 2023",8:00p,,Box Score,@,Milwaukee Bucks,L,,128,131,2,13,L 8,17880,2:20,In-Season Tournament,WAS,2024
16,"Sat, Nov 25, 2023",7:00p,,Box Score,,Atlanta Hawks,L,,108,136,2,14,L 9,16276,2:02,,WAS,2024
17,"Mon, Nov 27, 2023",7:00p,,Box Score,@,Detroit Pistons,W,,126,107,3,14,W 1,14346,2:18,,WAS,2024
18,"Wed, Nov 29, 2023",7:00p,,Box Score,@,Orlando Magic,L,,120,139,3,15,L 1,17109,2:13,,WAS,2024
19,"Fri, Dec 1, 2023",7:00p,,Box Score,@,Orlando Magic,L,,125,130,3,16,L 2,18846,2:30,,WAS,2024
20,"Wed, Dec 6, 2023",7:00p,,Box Score,,Philadelphia 76ers,L,,126,131,3,17,L 3,15568,2:07,,WAS,2024
21,"Fri, Dec 8, 2023",7:30p,,Box Score,@,Brooklyn Nets,L,,97,124,3,18,L 4,16587,2:09,,WAS,2024
22,"Mon, Dec 11, 2023",7:00p,,Box Score,@,Philadelphia 76ers,L,,101,146,3,19,L 5,19762,2:12,,WAS,2024
23,"Wed, Dec 13, 2023",7:00p,,Box Score,,New Orleans Pelicans,L,,122,142,3,20,L 6,14080,2:08,,WAS,2024
24,"Fri, Dec 15, 2023",7:00p,,Box Score,,Indiana Pacers,W,,137,123,4,20,W 1,15208,2:16,,WAS,2024
25,"Sun, Dec 17, 2023",8:00p,,Box Score,@,Phoenix Suns,L,,108,112,4,21,L 1,17071,2:26,,WAS,2024
26,"Mon, Dec 18, 2023",10:00p,,Box Score,@,Sacramento Kings,L,,131,143,4,22,L 2,17794,2:17,,WAS,2024
27,"Thu, Dec 21, 2023",10:00p,,Box Score,@,Portland Trail Blazers,W,,118,117,5,22,W 1,18690,2:23,,WAS,2024
28,"Fri, Dec 22, 2023",10:00p,,Box Score,@,Golden State Warriors,L,,118,129,5,23,L 1,18064,2:16,,WAS,2024
29,"Tue, Dec 26, 2023",7:00p,,Box Score,,Orlando Magic,L,,119,127,5,24,L 2,16293,2:20,,WAS,2024
30,"Wed, Dec 27, 2023",7:00p,,Box Score,,Toronto Raptors,L,,102,132,5,25,L 3,15437,2:06,,WAS,2024
31,"Fri, Dec 29, 2023",7:00p,,Box Score,,Brooklyn Nets,W,,110,104,6,25,W 1,16825,2:04,,WAS,2024
32,"Sun, Dec 31, 2023",3:00p,,Box Score,,Atlanta Hawks,L,,126,130,6,26,L 1,17042,2:18,,WAS,2024
33,"Wed, Jan 3, 2024",7:00p,,Box Score,@,Cleveland Cavaliers,L,,101,140,6,27,L 2,19432,1:57,,WAS,2024
34,"Fri, Jan 5, 2024",7:30p,,Box Score,@,Cleveland Cavaliers,L,,90,114,6,28,L 3,19432,2:05,,WAS,2024
35,"Sat, Jan 6, 2024",7:00p,,Box Score,,New York Knicks,L,,105,121,6,29,L 4,20333,2:10,,WAS,2024
36,"Mon, Jan 8, 2024",7:00p,,Box Score,,Oklahoma City Thunder,L,,128,136,6,30,L 5,15297,2:16,,WAS,2024
37,"Wed, Jan 10, 2024",7:00p,,Box Score,@,Indiana Pacers,L,,104,112,6,31,L 6,15721,2:17,,WAS,2024
38,"Sat, Jan 13, 2024",7:30p,,Box Score,@,Atlanta Hawks,W,,127,99,7,31,W 1,17108,2:14,,WAS,2024
39,"Mon, Jan 15, 2024",3:00p,,Box Score,,Detroit Pistons,L,,117,129,7,32,L 1,15156,2:06,,WAS,2024
40,"Thu, Jan 18, 2024",7:30p,,Box Score,@,New York Knicks,L,,109,113,7,33,L 2,19466,2:24,,WAS,2024
41,"Sat, Jan 20, 2024",7:00p,,Box Score,,San Antonio Spurs,L,,127,131,7,34,L 3,17922,2:17,,WAS,2024
42,"Sun, Jan 21, 2024",6:00p,,Box Score,,Denver Nuggets,L,,104,113,7,35,L 4,17107,2:09,,WAS,2024
43,"Wed, Jan 24, 2024",7:00p,,Box Score,,Minnesota Timberwolves,L,,107,118,7,36,L 5,15446,2:20,,WAS,2024
44,"Thu, Jan 25, 2024",7:00p,,Box Score,,Utah Jazz,L,,108,123,7,37,L 6,14027,2:02,,WAS,2024
45,"Sat, Jan 27, 2024",12:00p,,Box Score,@,Detroit Pistons,W,,118,104,8,37,W 1,16922,2:08,,WAS,2024
46,"Mon, Jan 29, 2024",8:00p,,Box Score,@,San Antonio Spurs,W,,118,113,9,37,W 2,17020,2:10,,WAS,2024
47,"Wed, Jan 31, 2024",7:00p,,Box Score,,Los Angeles Clippers,L,,109,125,9,38,L 1,17201,2:06,,WAS,2024
48,"Fri, Feb 2, 2024",7:00p,,Box Score,,Miami Heat,L,,102,110,9,39,L 2,18308,2:23,,WAS,2024
49,"Sun, Feb 4, 2024",3:30p,,Box Score,,Phoenix Suns,L,,112,140,9,40,L 3,16984,2:10,,WAS,2024
50,"Wed, Feb 7, 2024",7:00p,,Box Score,,Cleveland Cavaliers,L,,106,114,9,41,L 4,15860,2:13,,WAS,2024
