Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,56,26,59,23,7.7,-0.33,7.37,120.8,112.7,94.8,0.207,0.467,0.553,11.2,29.2,0.167,0.523,11.4,75.7,0.189,TD Garden,785396,BOS,2026
Lg Rank,4,27,4,4,4.0,26.0,4.0,2.0,4.0,30.0,30.0,4.0,11.0,1.0,6.0,29.0,4.0,27.0,4.0,6.0,,8,BOS,2026
