Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,51,31,51,31,3.94,-0.34,3.6,115.1,111.2,101.1,0.259,0.372,0.54,11.7,26.5,0.19,0.526,13.1,75.9,0.206,FedEx Forum,707836,MEM,2023
Lg Rank,5,25,4,4,4.0,29.0,5.0,15.0,2.0,5.0,19.0,16.0,21.0,6.0,6.0,27.0,2.0,9.0,18.0,13.0,,22,MEM,2023
