No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
31,Jarrett Allen,C,6-9,243,"April 21, 1998",us US,6,Texas,CLE,2024
21,Emoni Bates,SF,6-9,202,"January 28, 2004",us US,R,"Memphis, Eastern Michigan",CLE,2024
10,Darius Garland,PG,6-1,192,"January 26, 2000",us US,4,Vanderbilt,CLE,2024
2,Ty Jerome,SG,6-5,195,"July 8, 1997",us US,4,Virginia,CLE,2024
30,Damian Jones,C,6-10,245,"June 30, 1995",us US,7,Vanderbilt,CLE,2024
3,Caris LeVert,SG,6-7,205,"August 25, 1994",us US,7,Michigan,CLE,2024
5,Sam Merrill,SG,6-4,205,"May 15, 1996",us US,3,Utah State University,CLE,2024
45,Donovan Mitchell,SG,6-2,215,"September 7, 1996",us US,6,Louisville,CLE,2024
4,Evan Mobley,PF,6-11,215,"June 18, 2001",us US,2,USC,CLE,2024
15,Isaiah Mobley,PF,6-8,238,"September 24, 1999",us US,1,USC,CLE,2024
24,Marcus Morris,PF,6-8,218,"September 2, 1989",us US,12,Kansas,CLE,2024
8,Pete Nance,PF,6-9,225,"February 19, 2000",us US,R,"Northwestern, UNC",CLE,2024
20,Georges Niang,PF,6-6,230,"June 17, 1993",us US,7,Iowa State,CLE,2024
35,Isaac Okoro,SF,6-4,225,"January 26, 2001",us US,3,Auburn,CLE,2024
9,Craig Porter Jr.,PG,6-1,180,"February 26, 2000",us US,R,"Vincennes University, Wichita State",CLE,2024
1,Max Strus,SF,6-5,215,"March 28, 1996",us US,4,"Lewis (IL), DePaul",CLE,2024
"12, 13",Tristan Thompson,C,6-9,254,"March 13, 1991",ca CA,12,Texas,CLE,2024
32,Dean Wade,PF,6-9,228,"November 20, 1996",us US,4,Kansas State,CLE,2024
