Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,37,45,40,42,-0.56,0.22,-0.34,115.0,115.6,99.0,0.238,0.497,0.549,13.8,25.8,0.192,0.553,14.0,72.9,0.198,Chase Center,740624,GSW,2026
Lg Rank,20,11,20,20,20.0,8.0,20.0,18.0,17.0,19.0,24.0,1.0,13.0,27.0,14.0,23.0,20.0,5.0,22.0,12.0,,17,GSW,2026
