No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
7.0,Bub Carrington,PG,6-4,190,"July 21, 2005",us US,1,Pitt,WAS,2026
27.0,Will Riley,SF,6-9,180,"February 10, 2006",ca CA,R,Illinois,WAS,2026
9.0,Justin Champagnie,SF,6-6,206,"June 29, 2001",us US,4,Pitt,WAS,2026
12.0,Tre Johnson,SG,6-5,190,"March 7, 2006",us US,R,Texas,WAS,2026
0.0,Bilal Coulibaly,SG,6-7,195,"July 26, 2004",fr FR,2,,WAS,2026
16.0,Anthony Gill,PF,6-7,230,"October 17, 1992",us US,5,"South Carolina, Virginia",WAS,2026
5.0,Jamir Watkins,SG,6-6,210,"July 6, 2001",us US,R,"VCU, Florida State",WAS,2026
0.0,Tristan Vukcevic,C,7-0,220,"March 11, 2003",it IT,2,,WAS,2026
20.0,Alex Sarr,C,7-0,205,"April 26, 2005",fr FR,1,,WAS,2026
18.0,Kyshawn George,SF,6-8,200,"December 12, 2003",ch CH,1,Miami (FL),WAS,2026
13.0,Sharife Cooper (TW),PG,6-0,176,"June 11, 2001",us US,1,Auburn,WAS,2026
8.0,Jaden Hardy,SG,6-3,198,"July 5, 2002",us US,3,,WAS,2026
1.0,Cam Whitmore,SF,6-6,230,"July 8, 2004",us US,2,Villanova,WAS,2026
14.0,Leaky Black (TW),SF,6-6,209,"June 14, 1999",us US,1,UNC,WAS,2026
15.0,Julian Reese (TW),PF,6-9,230,"June 30, 2003",us US,R,Maryland,WAS,2026
3.0,Trae Young,PG,6-2,164,"September 19, 1998",us US,7,Oklahoma,WAS,2026
,D'Angelo Russell,PG,6-3,193,"February 23, 1996",us US,10,Ohio State,WAS,2026
,Anthony Davis,PF,6-10,253,"March 11, 1993",us US,13,Kentucky,WAS,2026
