Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Jaden Ivey,20.0,SG,74,73,2304,27,64,8,1,0,-13.4,-11.8,137,59,118,13,167,20,920,32,85,ROY-6,DET,2023
2.0,Killian Hayes,21.0,PG,76,56,2154,83,17,0,0,0,-11.6,-6.8,111,38,111,5,36,28,1147,5,29,,DET,2023
3.0,Bojan BogdanoviÄ,33.0,PF,59,59,1893,0,1,44,53,2,-8.5,0.0,60,52,49,11,93,6,377,20,79,,DET,2023
4.0,Jalen Duren,19.0,C,67,31,1670,0,0,0,4,96,-8.4,0.1,33,16,97,31,77,2,174,17,35,,DET,2023
5.0,Saddiq Bey,23.0,SF,52,30,1500,0,11,79,9,1,-7.9,1.0,14,12,29,9,105,2,205,22,41,,DET,2023
6.0,Isaiah Stewart,21.0,C,50,47,1414,0,0,0,46,55,-8.4,0.2,17,16,70,18,64,5,170,11,20,,DET,2023
7.0,Cory Joseph,31.0,PG,62,2,1227,100,0,0,0,0,-5.2,4.6,34,12,43,6,26,13,535,5,19,,DET,2023
8.0,Isaiah Livers,24.0,PF,52,22,1199,0,0,17,78,5,-8.3,0.3,12,5,62,3,15,7,99,2,7,,DET,2023
9.0,Alec Burks,31.0,SG,51,8,1122,2,84,13,1,0,-1.0,10.6,24,15,54,7,72,18,270,16,14,,DET,2023
10.0,Hamidou Diallo,24.0,SF,56,0,996,0,26,63,11,0,-0.4,10.9,25,12,41,16,73,15,133,19,18,,DET,2023
11.0,Marvin Bagley III,23.0,C,42,25,990,0,0,0,27,73,-11.0,-3.4,11,10,51,12,51,7,94,12,15,,DET,2023
12.0,James Wiseman,21.0,C,24,22,605,0,0,0,0,100,-17.1,-10.1,7,9,41,10,28,0,37,3,18,,DET,2023
13.0,Kevin Knox,23.0,SF,42,1,593,0,2,27,68,4,-7.2,1.5,7,10,40,5,13,1,34,3,5,,DET,2023
14.0,Rodney McGruder,31.0,SG,32,12,524,0,56,40,4,0,-5.0,4.1,8,2,23,1,9,10,65,1,9,,DET,2023
15.0,Cade Cunningham,21.0,PG,12,12,400,73,26,1,0,0,-7.5,1.1,21,11,16,5,18,2,176,3,23,,DET,2023
16.0,R.J. Hampton,21.0,SG,21,3,389,4,70,26,0,0,-13.7,-5.8,8,2,17,6,18,0,46,3,8,,DET,2023
17.0,Eugene Omoruyi,25.0,SF,17,4,373,0,2,35,62,1,-6.1,2.6,8,3,23,2,21,8,37,6,15,,DET,2023
18.0,Jared Rhoden,23.0,SG,14,0,198,0,6,62,32,0,1.3,10.2,1,0,11,2,2,0,9,0,5,,DET,2023
19.0,Nerlens Noel,28.0,C,14,3,152,0,0,0,2,98,-17.6,-9.5,2,3,15,2,3,4,16,0,2,,DET,2023
20.0,Buddy Boeheim,23.0,SF,10,0,90,0,3,25,72,0,1.6,10.3,0,0,2,0,1,0,11,0,0,,DET,2023
21.0,Braxton Key,25.0,SF,3,0,9,0,0,0,64,36,-15.0,-6.5,0,0,0,0,0,0,0,0,0,,DET,2023
22.0,Stanley Umude,23.0,SG,1,0,2,0,0,100,0,0,75.0,83.5,0,0,0,0,1,0,0,0,0,,DET,2023
,Team Totals,,,82,82,19804,20,20,20,20,20,-8.5,-0.8,540,287,913,164,893,148,4555,180,447,,DET,2023
