G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Dec 23, 2020",9:00p,,Box Score,,Sacramento Kings,L,OT,122,124,0,1,L 1,,2:36,,DEN,2021
2,"Fri, Dec 25, 2020",10:30p,,Box Score,,Los Angeles Clippers,L,,108,121,0,2,L 2,,2:30,,DEN,2021
3,"Mon, Dec 28, 2020",9:00p,,Box Score,,Houston Rockets,W,,124,111,1,2,W 1,,2:16,,DEN,2021
4,"Tue, Dec 29, 2020",10:00p,,Box Score,@,Sacramento Kings,L,,115,125,1,3,L 1,,2:14,,DEN,2021
5,"Fri, Jan 1, 2021",9:00p,,Box Score,,Phoenix Suns,L,,103,106,1,4,L 2,,2:21,,DEN,2021
6,"Sun, Jan 3, 2021",7:00p,,Box Score,@,Minnesota Timberwolves,W,,124,109,2,4,W 1,,2:02,,DEN,2021
7,"Tue, Jan 5, 2021",9:00p,,Box Score,,Minnesota Timberwolves,W,,123,116,3,4,W 2,,2:26,,DEN,2021
8,"Thu, Jan 7, 2021",10:00p,,Box Score,,Dallas Mavericks,L,OT,117,124,3,5,L 1,,2:37,,DEN,2021
9,"Sat, Jan 9, 2021",3:00p,,Box Score,@,Philadelphia 76ers,W,,115,103,4,5,W 1,,2:05,,DEN,2021
10,"Sun, Jan 10, 2021",6:00p,,Box Score,@,New York Knicks,W,,114,89,5,5,W 2,,2:05,,DEN,2021
11,"Tue, Jan 12, 2021",7:30p,,Box Score,@,Brooklyn Nets,L,,116,122,5,6,L 1,,2:06,,DEN,2021
12,"Thu, Jan 14, 2021",10:00p,,Box Score,,Golden State Warriors,W,,114,104,6,6,W 1,,2:14,,DEN,2021
13,"Sun, Jan 17, 2021",8:00p,,Box Score,,Utah Jazz,L,,105,109,6,7,L 1,,2:17,,DEN,2021
14,"Tue, Jan 19, 2021",9:00p,,Box Score,,Oklahoma City Thunder,W,,119,101,7,7,W 1,,1:59,,DEN,2021
15,"Fri, Jan 22, 2021",10:00p,,Box Score,@,Phoenix Suns,W,OT,130,126,8,7,W 2,,2:24,,DEN,2021
16,"Sat, Jan 23, 2021",9:00p,,Box Score,@,Phoenix Suns,W,2OT,120,112,9,7,W 3,,2:47,,DEN,2021
17,"Mon, Jan 25, 2021",8:30p,,Box Score,@,Dallas Mavericks,W,,117,113,10,7,W 4,,2:20,,DEN,2021
18,"Wed, Jan 27, 2021",7:30p,,Box Score,@,Miami Heat,W,,109,82,11,7,W 5,,2:02,,DEN,2021
19,"Fri, Jan 29, 2021",8:30p,,Box Score,@,San Antonio Spurs,L,,109,119,11,8,L 1,,2:09,,DEN,2021
20,"Sun, Jan 31, 2021",3:30p,,Box Score,,Utah Jazz,W,,128,117,12,8,W 1,,2:18,,DEN,2021
21,"Thu, Feb 4, 2021",10:00p,,Box Score,@,Los Angeles Lakers,L,,93,114,12,9,L 1,,2:19,,DEN,2021
22,"Sat, Feb 6, 2021",5:00p,,Box Score,@,Sacramento Kings,L,,114,119,12,10,L 2,,2:12,,DEN,2021
23,"Mon, Feb 8, 2021",9:30p,,Box Score,,Milwaukee Bucks,L,,112,125,12,11,L 3,,2:05,,DEN,2021
24,"Wed, Feb 10, 2021",9:00p,,Box Score,,Cleveland Cavaliers,W,,133,95,13,11,W 1,,2:03,,DEN,2021
25,"Fri, Feb 12, 2021",9:00p,,Box Score,,Oklahoma City Thunder,W,,97,95,14,11,W 2,,2:07,,DEN,2021
26,"Sun, Feb 14, 2021",10:00p,,Box Score,,Los Angeles Lakers,W,,122,105,15,11,W 3,,2:21,,DEN,2021
27,"Tue, Feb 16, 2021",7:00p,,Box Score,@,Boston Celtics,L,,99,112,15,12,L 1,,2:08,,DEN,2021
28,"Wed, Feb 17, 2021",8:00p,,Box Score,@,Washington Wizards,L,,128,130,15,13,L 2,,2:18,,DEN,2021
29,"Fri, Feb 19, 2021",7:00p,,Box Score,@,Cleveland Cavaliers,W,,120,103,16,13,W 1,2720,2:08,,DEN,2021
30,"Sun, Feb 21, 2021",7:30p,,Box Score,@,Atlanta Hawks,L,,115,123,16,14,L 1,1362,2:15,,DEN,2021
31,"Tue, Feb 23, 2021",10:00p,,Box Score,,Portland Trail Blazers,W,,111,106,17,14,W 1,,2:14,,DEN,2021
32,"Thu, Feb 25, 2021",9:00p,,Box Score,,Washington Wizards,L,,110,112,17,15,L 1,,2:07,,DEN,2021
33,"Sat, Feb 27, 2021",8:00p,,Box Score,@,Oklahoma City Thunder,W,,126,96,18,15,W 1,,1:56,,DEN,2021
34,"Mon, Mar 1, 2021",8:00p,,Box Score,@,Chicago Bulls,W,,118,112,19,15,W 2,,2:10,,DEN,2021
35,"Tue, Mar 2, 2021",9:00p,,Box Score,@,Milwaukee Bucks,W,,128,97,20,15,W 3,1800,2:09,,DEN,2021
36,"Thu, Mar 4, 2021",8:00p,,Box Score,@,Indiana Pacers,W,,113,103,21,15,W 4,,2:05,,DEN,2021
