G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 20, 2021",7:30p,,Box Score,,Washington Wizards,L,,83,98,0,1,L 1,19800,2:15,,TOR,2022
2,"Fri, Oct 22, 2021",7:30p,,Box Score,@,Boston Celtics,W,,115,83,1,1,W 1,19156,2:05,,TOR,2022
3,"Sat, Oct 23, 2021",7:30p,,Box Score,,Dallas Mavericks,L,,95,103,1,2,L 1,19800,2:13,,TOR,2022
4,"Mon, Oct 25, 2021",7:30p,,Box Score,,Chicago Bulls,L,,108,111,1,3,L 2,19800,2:16,,TOR,2022
5,"Wed, Oct 27, 2021",7:30p,,Box Score,,Indiana Pacers,W,,118,100,2,3,W 1,19800,2:14,,TOR,2022
6,"Fri, Oct 29, 2021",7:00p,,Box Score,,Orlando Magic,W,,110,109,3,3,W 2,19800,2:16,,TOR,2022
7,"Sat, Oct 30, 2021",7:30p,,Box Score,@,Indiana Pacers,W,,97,94,4,3,W 3,10578,2:07,,TOR,2022
8,"Mon, Nov 1, 2021",7:30p,,Box Score,@,New York Knicks,W,,113,104,5,3,W 4,16528,2:05,,TOR,2022
9,"Wed, Nov 3, 2021",7:00p,,Box Score,@,Washington Wizards,W,,109,100,6,3,W 5,13538,2:14,,TOR,2022
10,"Fri, Nov 5, 2021",7:30p,,Box Score,,Cleveland Cavaliers,L,,101,102,6,4,L 1,19800,2:10,,TOR,2022
11,"Sun, Nov 7, 2021",3:30p,,Box Score,,Brooklyn Nets,L,,103,116,6,5,L 2,19800,2:01,,TOR,2022
12,"Wed, Nov 10, 2021",7:30p,,Box Score,@,Boston Celtics,L,,88,104,6,6,L 3,19156,2:12,,TOR,2022
13,"Thu, Nov 11, 2021",7:00p,,Box Score,@,Philadelphia 76ers,W,,115,109,7,6,W 1,20112,2:12,,TOR,2022
14,"Sat, Nov 13, 2021",7:30p,,Box Score,,Detroit Pistons,L,,121,127,7,7,L 1,19800,2:21,,TOR,2022
15,"Mon, Nov 15, 2021",10:00p,,Box Score,@,Portland Trail Blazers,L,,113,118,7,8,L 2,16142,2:07,,TOR,2022
16,"Thu, Nov 18, 2021",9:00p,,Box Score,@,Utah Jazz,L,,103,119,7,9,L 3,18306,2:03,,TOR,2022
17,"Fri, Nov 19, 2021",10:00p,,Box Score,@,Sacramento Kings,W,,108,89,8,9,W 1,13159,2:08,,TOR,2022
18,"Sun, Nov 21, 2021",8:30p,,Box Score,@,Golden State Warriors,L,,104,119,8,10,L 1,18064,2:08,,TOR,2022
19,"Wed, Nov 24, 2021",8:00p,,Box Score,@,Memphis Grizzlies,W,,126,113,9,10,W 1,15409,2:13,,TOR,2022
20,"Fri, Nov 26, 2021",8:00p,,Box Score,@,Indiana Pacers,L,,97,114,9,11,L 1,13508,2:06,,TOR,2022
21,"Sun, Nov 28, 2021",6:00p,,Box Score,,Boston Celtics,L,,97,109,9,12,L 2,19800,2:11,,TOR,2022
22,"Tue, Nov 30, 2021",7:30p,,Box Score,,Memphis Grizzlies,L,,91,98,9,13,L 3,19800,2:13,,TOR,2022
23,"Thu, Dec 2, 2021",7:30p,,Box Score,,Milwaukee Bucks,W,,97,93,10,13,W 1,19800,2:17,,TOR,2022
24,"Sun, Dec 5, 2021",6:00p,,Box Score,,Washington Wizards,W,,102,90,11,13,W 2,19800,2:06,,TOR,2022
25,"Wed, Dec 8, 2021",7:30p,,Box Score,,Oklahoma City Thunder,L,,109,110,11,14,L 1,19800,2:05,,TOR,2022
26,"Fri, Dec 10, 2021",7:30p,,Box Score,,New York Knicks,W,,90,87,12,14,W 1,19800,2:09,,TOR,2022
27,"Mon, Dec 13, 2021",7:00p,,Box Score,,Sacramento Kings,W,,124,101,13,14,W 2,19463,1:57,,TOR,2022
28,"Tue, Dec 14, 2021",7:30p,,Box Score,@,Brooklyn Nets,L,OT,129,131,13,15,L 1,17325,2:26,,TOR,2022
29,"Sat, Dec 18, 2021",7:30p,,Box Score,,Golden State Warriors,W,,119,100,14,15,W 1,7988,2:02,,TOR,2022
30,"Sun, Dec 26, 2021",6:00p,,Box Score,@,Cleveland Cavaliers,L,,99,144,14,16,L 1,19432,1:57,,TOR,2022
31,"Tue, Dec 28, 2021",7:30p,,Box Score,,Philadelphia 76ers,L,,109,114,14,17,L 2,6960,2:22,,TOR,2022
32,"Fri, Dec 31, 2021",7:30p,,Box Score,,Los Angeles Clippers,W,,116,108,15,17,W 1,,2:13,,TOR,2022
33,"Sun, Jan 2, 2022",3:30p,,Box Score,,New York Knicks,W,,120,105,16,17,W 2,,2:12,,TOR,2022
34,"Tue, Jan 4, 2022",7:00p,,Box Score,,San Antonio Spurs,W,,129,104,17,17,W 3,,2:03,,TOR,2022
35,"Wed, Jan 5, 2022",8:00p,,Box Score,@,Milwaukee Bucks,W,,117,111,18,17,W 4,17341,2:15,,TOR,2022
