No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
0,Donte DiVincenzo,SG,6-4,203,"January 31, 1997",us US,7,Villanova,MIN,2026
30,Julius Randle,PF,6-9,250,"November 29, 1994",us US,11,Kentucky,MIN,2026
11,Naz Reid,C,6-9,264,"August 26, 1999",us US,6,LSU,MIN,2026
27,Rudy Gobert,C,7-1,258,"June 26, 1992",fr FR,12,,MIN,2026
3,Jaden McDaniels,PF,6-9,185,"September 29, 2000",us US,5,Washington,MIN,2026
8,Bones Hyland,PG,6-2,169,"September 14, 2000",us US,4,VCU,MIN,2026
22,Jaylen Clark,SG,6-5,205,"October 13, 2001",us US,1,UCLA,MIN,2026
5,Anthony Edwards,SG,6-4,225,"August 5, 2001",us US,5,Georgia,MIN,2026
10,Mike Conley,PG,6-1,175,"October 11, 1987",us US,18,Ohio State,MIN,2026
1,Terrence Shannon Jr.,SG,6-6,215,"July 30, 2000",us US,1,"Texas Tech, Illinois",MIN,2026
19,Joan Beringer,PF,6-11,230,"November 11, 2006",fr FR,R,,MIN,2026
7,Joe Ingles,SF,6-8,220,"October 2, 1987",au AU,11,,MIN,2026
13,Ayo Dosunmu,SG,6-4,200,"January 17, 2000",us US,4,Illinois,MIN,2026
12,Kyle Anderson,SF,6-8,230,"September 20, 1993",us US,11,UCLA,MIN,2026
4,Julian Phillips,SF,6-6,198,"November 5, 2003",us US,2,Tennessee,MIN,2026
15,Zyon Pullin (TW),SG,6-4,206,"March 3, 2001",us US,1,"University of California, Riverside, Florida",MIN,2026
44,Rocco Zikarsky (TW),C,7-3,227,"July 11, 2006",au AU,R,,MIN,2026
25,Enrique Freeman (TW),PF,6-9,220,"July 29, 2000",us US,1,University of Akron,MIN,2026
