Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,17,65,16,66,-11.98,0.36,-11.62,111.0,122.7,101.4,0.235,0.403,0.535,13.6,24.1,0.18,0.563,11.7,70.2,0.232,Capital One Arena,660376,WAS,2026
Lg Rank,30,1,30,30,30.0,3.0,30.0,28.0,30.0,6.0,26.0,20.0,21.0,26.0,21.0,27.0,27.0,22.0,30.0,29.0,,29,WAS,2026
