Rk,Unnamed: 1,Salary,Team,Season
1,Steven Adams,"$17,073,171",MEM,2022
2,Dillon Brooks,"$12,200,000",MEM,2022
3,Kyle Anderson,"$9,937,150",MEM,2022
4,Ja Morant,"$9,603,360",MEM,2022
5,Jaren Jackson,"$9,180,560",MEM,2022
6,De'Anthony Melton,"$8,805,976",MEM,2022
7,Tyus Jones,"$7,600,000",MEM,2022
8,Jarrett Culver,"$6,395,160",MEM,2022
9,Kris Dunn,"$5,005,350",MEM,2022
10,Rajon Rondo,"$4,858,309",MEM,2022
11,Ziaire Williams,"$4,373,160",MEM,2022
12,Brandon Clarke,"$2,726,880",MEM,2022
13,Marc Gasol,"$2,692,991",MEM,2022
14,John Konchar,"$2,200,000",MEM,2022
15,Desmond Bane,"$2,033,160",MEM,2022
16,Santi Aldama,"$1,994,520",MEM,2022
17,Killian Tillie,"$1,901,625",MEM,2022
18,Carsen Edwards,"$1,782,621",MEM,2022
19,Sam Merrill,"$1,517,981",MEM,2022
20,Daniel Oturu,"$1,517,981",MEM,2022
21,Xavier Tillman,"$1,517,981",MEM,2022
22,Jontay Porter,"$300,000",MEM,2022
23,Dakota Mathias,"$106,352",MEM,2022
24,Shaquille Harrison,"$102,831",MEM,2022
25,DaQuan Jeffries,"$95,930",MEM,2022
26,Tyrell Terry,"$85,578",MEM,2022
27,Shaq Buchanan,"$53,176",MEM,2022
28,Xavier Sneed,"$53,176",MEM,2022
29,Jon Teske,"$53,176",MEM,2022
30,Yves Pons,$0,MEM,2022
