Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Ja Morant,21.0,PG,63,63,2053,96,4,0,0,0,2.7,3.4,133,44,41,8,155,12,1106,26,68,,MEM,2021
2.0,Dillon Brooks,25.0,SF,67,67,1997,0,12,81,6,0,4.4,7.2,59,34,98,16,93,13,358,22,40,,MEM,2021
3.0,Kyle Anderson,27.0,PF,69,69,1887,0,0,3,70,27,1.7,0.8,46,18,58,9,86,4,575,16,32,,MEM,2021
4.0,Jonas ValanÄiÅ«nas,28.0,C,62,61,1755,0,0,0,0,100,3.5,4.4,32,30,107,26,102,6,255,21,56,,MEM,2021
5.0,Desmond Bane,22.0,SG,68,17,1519,1,47,48,4,0,-0.3,-2.8,25,12,66,6,16,3,287,7,35,,MEM,2021
6.0,Brandon Clarke,24.0,PF,59,16,1415,0,0,18,74,8,0.2,-1.9,13,12,50,4,68,7,221,29,31,,MEM,2021
7.0,Grayson Allen,25.0,SG,50,38,1259,3,86,11,0,0,0.7,-1.1,29,8,37,6,28,11,258,5,18,,MEM,2021
8.0,Tyus Jones,24.0,PG,70,9,1222,100,0,0,0,0,-3.0,-6.6,39,6,10,3,21,5,618,3,14,,MEM,2021
9.0,Xavier Tillman Sr.,22.0,PF,59,12,1085,0,0,5,56,39,2.2,1.2,25,9,83,6,29,1,183,13,23,,MEM,2021
10.0,De'Anthony Melton,22.0,PG,52,1,1045,12,87,1,0,0,6.0,6.7,35,21,46,6,24,0,307,6,23,,MEM,2021
11.0,John Konchar,24.0,SG,43,0,575,8,57,35,0,0,1.5,0.2,13,3,25,2,10,2,123,0,12,,MEM,2021
12.0,Justise Winslow,24.0,SF,26,1,507,0,13,61,26,0,-5.4,-7.9,18,10,21,4,15,5,116,1,6,,MEM,2021
13.0,Gorgui Dieng,31.0,C,22,1,371,0,0,0,0,100,-1.6,-3.3,4,6,23,7,21,2,69,3,5,,MEM,2021
14.0,Jaren Jackson Jr.,21.0,C,11,4,258,0,0,0,33,67,-12.3,-14.7,5,4,28,3,19,3,30,5,7,,MEM,2021
15.0,Killian Tillie,22.0,C,18,1,182,0,0,0,28,72,9.0,8.1,0,2,14,0,6,0,19,1,3,,MEM,2021
16.0,Sean McDermott,24.0,SF,18,0,158,0,30,63,7,0,-17.5,-19.8,3,0,0,0,3,0,10,0,2,,MEM,2021
17.0,Tim Frazier,30.0,PG,5,0,62,100,0,0,0,0,4.5,3.2,4,0,3,0,0,0,39,0,2,,MEM,2021
18.0,Jontay Porter,21.0,PF,11,0,54,0,0,0,81,19,2.7,1.4,5,1,7,1,2,0,2,0,0,,MEM,2021
,Team Totals,,,72,72,17404,20,20,20,20,20,1.3,0.7,488,220,717,107,698,74,4576,158,377,,MEM,2021
