Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Mikal Bridges,29.0,SF,82,82,2692,0,8,65,27,0,6.7,-0.4,44,23,78,2,42,21,774,11,19,,NYK,2026
2.0,Jalen Brunson,29.0,PG,74,74,2590,96,4,0,0,0,6.0,-2.3,108,54,93,8,176,54,1214,49,49,"CPOY-5,AS,NBA2",NYK,2026
3.0,Karl-Anthony Towns,30.0,C,75,75,2322,0,0,0,0,100,7.0,0.4,50,59,119,65,210,6,520,56,73,AS,NYK,2026
4.0,OG Anunoby,28.0,PF,67,67,2224,0,0,8,90,2,9.0,5.1,59,35,89,14,100,11,367,18,54,"DPOY-10,DEF2",NYK,2026
5.0,Josh Hart,30.0,SF,66,52,1994,0,41,51,9,0,5.3,-3.0,71,33,76,13,60,14,785,20,37,,NYK,2026
6.0,Jordan Clarkson,33.0,SG,72,1,1279,1,65,34,0,0,4.6,-3.2,25,19,53,9,46,14,239,11,26,,NYK,2026
7.0,Mitchell Robinson,27.0,C,60,16,1175,0,0,0,24,76,8.7,2.6,13,11,84,11,36,2,129,13,10,6MOY-8,NYK,2026
8.0,Landry Shamet,28.0,SG,51,12,1171,3,85,12,0,0,8.4,2.3,20,6,42,1,29,26,185,6,18,,NYK,2026
9.0,Miles McBride,25.0,SG,41,15,1080,33,67,0,0,0,10.6,5.2,13,12,39,3,21,5,260,4,11,,NYK,2026
10.0,Tyler Kolek,24.0,PG,62,1,727,80,20,0,0,0,6.7,-0.2,40,12,34,2,7,6,406,2,16,,NYK,2026
11.0,Mohamed Diawara,20.0,SF,69,7,634,0,0,44,55,1,6.7,-0.2,15,10,27,2,12,2,135,2,7,,NYK,2026
12.0,Ariel Hukporti,23.0,C,54,5,498,0,0,0,7,93,5.4,-1.6,11,11,31,10,15,0,71,3,8,,NYK,2026
13.0,Jose Alvarado,27.0,PG,28,3,474,100,0,0,0,0,12.7,6.6,20,6,11,4,8,7,245,1,11,,NYK,2026
14.0,Guerschon Yabusele,30.0,C,41,0,366,0,0,0,68,32,0.0,-7.6,8,4,25,2,5,1,47,0,9,,NYK,2026
15.0,Kevin McCullar Jr.,24.0,SF,21,0,155,0,17,55,28,0,-8.8,-16.2,7,3,12,2,3,1,50,1,2,,NYK,2026
16.0,Pac̫me Dadiet,20.0,SG,29,0,136,9,53,37,1,0,-1.1,-8.2,1,1,2,0,5,1,28,1,2,,NYK,2026
17.0,Jeremy Sochan,22.0,PF,16,0,111,0,0,4,63,33,17.0,10.5,1,2,4,0,5,0,29,0,1,,NYK,2026
18.0,Trey Jemison,26.0,C,13,0,82,0,0,0,22,78,-15.9,-23.3,2,3,3,5,1,0,11,1,0,,NYK,2026
19.0,Dillon Jones,24.0,SF,7,0,39,0,19,73,8,0,8.6,1.8,0,0,2,0,2,0,9,0,1,,NYK,2026
20.0,Tosan Evbuomwan,24.0,SF,5,0,8,0,9,91,0,0,-40.0,-46.9,0,0,0,0,0,0,0,0,0,,NYK,2026
,Team Totals,,,82,82,19757,20,20,20,20,20,6.8,0.0,508,304,824,153,783,171,5504,199,354,,NYK,2026
