Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,DeMar DeRozan,34.0,SF,79,79,2989,0,2,52,45,0,-1.2,0.8,79,36,87,10,277,15,1044,71,75,CPOY-2,CHI,2024
2.0,Coby White,23.0,PG,79,78,2881,85,15,0,0,0,-0.8,2.1,73,58,99,12,113,50,983,25,66,,CHI,2024
3.0,Nikola VuÄeviÄ,33.0,C,76,74,2610,0,0,0,8,92,-3.6,-6.3,54,37,124,19,59,3,623,19,48,,CHI,2024
4.0,Ayo Dosunmu,24.0,SG,76,37,2212,9,56,35,1,0,-3.1,-3.9,50,32,80,7,51,6,573,10,59,,CHI,2024
5.0,Alex Caruso,29.0,SG,71,57,2040,17,78,5,0,0,0.3,3.4,72,24,82,2,37,42,558,5,25,"DPOY-10,DEF2",CHI,2024
6.0,Andre Drummond,30.0,C,79,10,1351,0,0,0,0,100,0.9,3.4,23,16,54,25,102,4,87,16,42,,CHI,2024
7.0,Patrick Williams,22.0,PF,43,30,1174,0,0,0,93,7,-0.7,1.1,25,22,45,4,33,2,166,4,28,,CHI,2024
8.0,Torrey Craig,33.0,SF,53,14,1049,0,0,17,81,2,-7.2,-7.9,17,9,60,3,16,5,131,6,8,,CHI,2024
9.0,Jevon Carter,28.0,PG,72,0,1004,100,0,0,0,0,1.6,4.0,19,6,27,4,2,4,222,1,6,,CHI,2024
10.0,Zach LaVine,28.0,SG,25,23,872,0,41,57,2,0,-5.2,-4.9,21,19,24,6,45,2,237,11,20,,CHI,2024
11.0,Dalen Terry,21.0,SG,59,2,681,1,36,56,7,0,2.6,4.8,19,4,41,3,17,3,188,3,5,,CHI,2024
12.0,Julian Phillips,20.0,SF,40,0,323,0,1,41,57,0,-2.5,-1.2,3,3,29,0,12,3,30,5,7,,CHI,2024
13.0,Onuralp Bitim,24.0,SG,23,1,268,0,19,66,15,0,-6.9,-5.9,6,1,17,1,1,2,31,1,5,,CHI,2024
14.0,Javonte Green,30.0,SF,9,5,230,0,3,78,19,0,6.6,8.5,2,3,12,0,7,0,12,3,4,,CHI,2024
15.0,Terry Taylor,24.0,PF,31,0,188,0,0,0,65,36,4.3,6.0,2,2,10,2,3,0,26,1,2,,CHI,2024
16.0,Adama Sanogo,21.0,PF,9,0,66,0,0,0,0,100,22.8,24.6,1,2,2,1,5,0,0,2,2,,CHI,2024
17.0,Henri Drell,23.0,SF,4,0,30,0,0,0,93,7,13.2,14.8,2,0,3,0,0,0,9,0,1,,CHI,2024
18.0,Andrew Funk,24.0,SG,5,0,13,47,50,3,0,0,19.4,20.8,0,0,0,0,0,0,0,0,1,,CHI,2024
,Team Totals,,,82,82,19981,20,20,20,20,20,-1.4,-0.3,468,274,796,99,780,141,4920,183,404,,CHI,2024
