Rk,Unnamed: 1,Salary,Team,Season
1,DeMar DeRozan,"$26,000,000",CHI,2022
2,Nikola VuÄeviÄ,"$24,000,000",CHI,2022
3,Zach LaVine,"$19,500,000",CHI,2022
4,Lonzo Ball,"$18,604,651",CHI,2022
5,Derrick Jones,"$9,720,900",CHI,2022
6,Alex Caruso,"$8,604,651",CHI,2022
7,Patrick Williams,"$7,422,000",CHI,2022
8,Coby White,"$5,837,760",CHI,2022
9,Troy Brown,"$5,170,564",CHI,2022
10,Tony Bradley,"$1,789,256",CHI,2022
11,Javonte Green,"$1,669,178",CHI,2022
12,Matt Thomas,"$1,669,178",CHI,2022
13,Alfonzo McKinnie,"$1,293,926",CHI,2022
14,Tristan Thompson,"$1,000,000",CHI,2022
15,Ayo Dosunmu,"$925,258",CHI,2022
16,Marko Simonovic,"$925,258",CHI,2022
17,Alize Johnson,"$705,598",CHI,2022
18,Ersan Ä°lyasova,"$151,821",CHI,2022
19,Stanley Johnson,"$120,083",CHI,2022
20,Mac McClung,"$106,352",CHI,2022
21,Jordan Bell,"$102,831",CHI,2022
22,Malcolm Hill,"$53,176",CHI,2022
23,Devon Dotson,$0,CHI,2022
24,Tyler Cook,$0,CHI,2022
