No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
31,Jarrett Allen,C,6-9,243,"April 21, 1998",us US,3,Texas,CLE,2021
24,Marques Bolden,C,6-10,249,"April 17, 1998",us US,1,Duke,CLE,2021
4,Quinn Cook,PG,6-1,180,"March 23, 1993",us US,4,Duke,CLE,2021
18,Matthew Dellavedova,PG,6-3,200,"September 8, 1990",au AU,7,Saint Mary's,CLE,2021
21,Damyean Dotson,SG,6-5,210,"May 6, 1994",us US,3,"Oregon, Houston",CLE,2021
3,Andre Drummond,C,6-11,279,"August 10, 1993",us US,8,UConn,CLE,2021
1,Dant̩ Exum,SG,6-5,214,"July 13, 1995",au AU,5,,CLE,2021
5,Yogi Ferrell,PG,6-0,178,"May 9, 1993",us US,4,Indiana,CLE,2021
10,Darius Garland,PG,6-1,192,"January 26, 2000",us US,1,Vanderbilt,CLE,2021
55,Isaiah Hartenstein,C,7-0,250,"May 5, 1998",us US,2,,CLE,2021
27,Mfiondu Kabengele,PF,6-10,250,"August 14, 1997",ca CA,1,Florida State,CLE,2021
0,Kevin Love,PF,6-10,251,"September 7, 1988",us US,12,UCLA,CLE,2021
14,Thon Maker,C,7-0,221,"February 25, 1997",ss SS,4,,CLE,2021
3,Jeremiah Martin,PG,6-2,185,"June 19, 1996",us US,1,Memphis,CLE,2021
6,JaVale McGee,C,7-0,270,"January 19, 1988",us US,12,Nevada,CLE,2021
22,Larry Nance Jr.,PF,6-6,245,"January 1, 1993",us US,5,Wyoming,CLE,2021
35,Isaac Okoro,SG,6-4,225,"January 26, 2001",us US,R,Auburn,CLE,2021
16,Cedi Osman,SF,6-7,230,"April 8, 1995",mk MK,3,,CLE,2021
12,Taurean Prince,PF,6-6,218,"March 22, 1994",us US,4,Baylor,CLE,2021
2,Collin Sexton,SG,6-3,190,"January 4, 1999",us US,2,Alabama,CLE,2021
8,Lamar Stevens,PF,6-7,230,"July 9, 1997",us US,R,Penn State,CLE,2021
33,Brodric Thomas,SG,6-5,185,"January 28, 1997",us US,R,Truman State University,CLE,2021
17,Anderson Varej̣o,C,6-11,273,"September 28, 1982",br BR,13,,CLE,2021
32,Dean Wade,PF,6-9,228,"November 20, 1996",us US,1,Kansas State,CLE,2021
9,Dylan Windler,SF,6-7,196,"September 22, 1996",us US,R,Belmont,CLE,2021
