Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Franz Wagner,20.0,SF,79,79,2429,0,1,74,25,0,-5.0,8.4,58,36,81,7,102,15,551,20,85,ROY-5,ORL,2022
2.0,Cole Anthony,21.0,PG,65,65,2059,99,1,0,0,0,-5.9,4.9,106,48,90,4,93,20,902,21,44,,ORL,2022
3.0,Wendell Carter Jr.,22.0,PF,62,61,1852,0,0,0,63,37,-3.5,8.8,45,33,80,26,96,2,414,24,35,,ORL,2022
4.0,Mo Bamba,23.0,C,71,69,1824,0,0,0,1,99,-9.3,-2.1,30,20,114,14,35,3,206,6,31,,ORL,2022
5.0,Chuma Okeke,23.0,PF,70,20,1749,0,0,6,89,5,-9.3,-1.9,33,14,54,3,32,4,290,5,14,,ORL,2022
6.0,Gary Harris,27.0,SG,61,30,1730,3,82,15,0,0,-6.2,3.5,28,17,39,7,39,14,264,9,30,,ORL,2022
7.0,Terrence Ross,30.0,SG,63,0,1448,0,26,74,0,0,-12.7,-7.1,43,18,20,8,55,5,273,18,24,,ORL,2022
8.0,R.J. Hampton,20.0,SG,64,14,1402,20,76,4,0,0,-14.3,-9.5,52,21,51,3,52,11,409,10,38,,ORL,2022
9.0,Jalen Suggs,20.0,PG,48,45,1307,46,54,0,0,0,-7.6,1.0,67,48,63,17,72,23,518,11,48,,ORL,2022
10.0,Moritz Wagner,24.0,C,63,3,960,0,0,0,31,70,-7.8,0.5,19,13,51,18,59,28,222,16,22,,ORL,2022
11.0,Robin Lopez,33.0,C,36,9,612,0,0,0,0,100,-6.5,2.0,9,11,36,17,24,2,127,6,5,,ORL,2022
12.0,Ignas Brazdeikis,23.0,SF,42,1,536,2,24,61,13,0,-15.8,-8.8,8,2,27,3,14,5,93,2,12,,ORL,2022
13.0,Admiral Schofield,24.0,SF,38,1,469,0,4,56,40,0,-12.2,-4.5,10,5,37,1,9,6,62,3,5,,ORL,2022
14.0,Markelle Fultz,23.0,PG,18,3,360,69,30,1,0,0,-3.9,4.8,23,15,14,1,15,3,246,7,13,,ORL,2022
15.0,Tim Frazier,31.0,PG,10,3,200,100,0,0,0,0,-17.7,-10.0,8,2,7,2,4,4,77,1,2,,ORL,2022
16.0,Mychal Mulder,27.0,PG,15,2,195,84,16,0,0,0,-14.4,-6.5,5,1,3,1,1,1,8,0,6,,ORL,2022
17.0,Hassani Gravett,25.0,PG,8,3,171,87,13,0,0,0,-0.3,8.3,8,1,7,0,2,1,50,0,3,,ORL,2022
18.0,Devin Cannady,25.0,PG,5,0,145,100,0,0,0,0,-3.3,5.1,3,1,3,1,1,0,25,0,3,,ORL,2022
19.0,Freddie Gillespie,24.0,PF,9,2,119,0,0,0,28,72,-10.9,-2.8,1,1,9,2,3,3,12,1,5,,ORL,2022
20.0,Jeff Dowtin Jr.,24.0,PG,4,0,77,82,18,0,0,0,-24.5,-16.6,4,0,2,0,0,1,20,0,0,,ORL,2022
21.0,Aleem Ford,24.0,SF,5,0,74,0,11,44,33,11,-21.2,-13.2,0,2,3,1,0,1,4,0,1,,ORL,2022
22.0,B.J. Johnson,26.0,SF,4,0,65,1,49,50,0,0,-11.2,-3.0,0,0,3,0,0,0,0,0,2,,ORL,2022
,Team Totals,,,82,82,19783,20,20,20,20,20,-8.2,0.8,560,309,794,136,708,152,4773,160,428,,ORL,2022
