Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Anthony Edwards,22.0,SG,79,78,2770,3,73,24,0,0,7.4,2.8,112,91,61,15,240,1,1024,69,56,"MVP-7,CPOY-8,AS,NBA2",MIN,2024
2.0,Rudy Gobert,31.0,C,76,76,2593,0,0,0,0,100,8.4,5.2,32,30,120,38,166,14,265,42,55,"DPOY-1,DEF1",MIN,2024
3.0,Mike Conley,36.0,PG,76,76,2193,100,0,0,0,0,5.4,-2.6,81,13,57,2,37,27,1049,9,15,,MIN,2024
4.0,Jaden McDaniels,23.0,SF,72,71,2105,0,7,84,9,0,3.9,-5.6,38,28,109,3,40,13,244,14,28,DEF2,MIN,2024
5.0,Karl-Anthony Towns,28.0,PF,62,62,2026,0,0,0,63,37,6.4,-0.2,72,36,105,52,138,10,434,39,67,AS,MIN,2024
6.0,Naz Reid,24.0,PF,81,14,1964,0,0,1,79,20,5.9,-1.2,32,52,104,12,74,3,260,16,64,6MOY-1,MIN,2024
7.0,Nickeil Alexander-Walker,25.0,SG,82,20,1921,43,48,9,0,0,8.7,4.3,51,16,80,4,24,29,496,4,29,,MIN,2024
8.0,Kyle Anderson,30.0,PF,79,10,1782,0,0,55,42,4,5.6,-1.7,57,20,57,6,65,7,781,11,20,,MIN,2024
9.0,Jordan McLaughlin,27.0,PG,56,0,626,66,34,0,0,0,12.6,7.2,13,4,16,2,4,11,267,0,5,,MIN,2024
10.0,Shake Milton,27.0,SG,38,0,491,23,71,6,0,0,-3.1,-11.0,19,5,27,2,20,3,116,5,14,,MIN,2024
11.0,Troy Brown Jr.,24.0,SF,37,3,410,0,36,55,8,1,0.5,-6.7,12,2,17,2,5,2,84,0,2,,MIN,2024
12.0,Monte Morris,28.0,PG,27,0,408,69,30,1,0,0,10.6,4.5,4,1,7,0,6,4,152,2,3,,MIN,2024
13.0,T.J. Warren,30.0,SF,11,0,125,0,3,28,69,0,19.4,13.3,1,0,6,1,2,0,22,0,1,,MIN,2024
14.0,Luka Garza,25.0,C,25,0,122,0,0,0,0,100,0.9,-5.8,3,3,13,0,12,5,10,3,5,,MIN,2024
15.0,Josh Minott,21.0,SF,32,0,91,0,9,33,45,14,8.9,2.4,0,1,6,0,7,0,17,3,3,,MIN,2024
16.0,Wendell Moore Jr.,22.0,SG,25,0,75,13,49,33,5,0,-1.6,-8.3,1,2,2,0,0,0,14,0,0,,MIN,2024
17.0,Leonard Miller,20.0,SF,17,0,52,0,0,0,52,48,6.1,-0.4,0,1,2,0,1,0,19,0,1,,MIN,2024
18.0,Daishen Nix,21.0,PG,15,0,50,64,21,15,0,0,27.3,21.1,2,3,1,0,1,0,15,0,3,,MIN,2024
19.0,Justin Jackson,28.0,SF,2,0,1,0,0,0,100,0,,,0,0,0,0,0,0,0,0,0,,MIN,2024
,Team Totals,,,82,82,19805,20,20,20,20,20,6.5,0.3,530,308,790,139,842,129,5269,217,371,,MIN,2024
