Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,32,50,34,48,-2.89,-0.13,-3.02,113.2,116.1,96.9,0.234,0.412,0.531,11.8,25.2,0.177,0.543,11.4,76.0,0.193,Barclays Center,720291,BRK,2024
Lg Rank,22,9,22,22,22.0,20.0,22.0,23.0,20.0,26.0,20.0,8.0,25.0,13.0,8.0,23.0,16.0,24.0,16.0,16.0,,21,BRK,2024
