Rk,Unnamed: 1,Salary,Team,Season
1,Gorgui Dieng,"$16,587,688",MEM,2021
2,Jonas ValanÄiÅ«nas,"$15,000,000",MEM,2021
3,Justise Winslow,"$13,000,000",MEM,2021
4,Dion Waiters,"$12,650,000",MEM,2021
5,Dillon Brooks,"$11,400,000",MEM,2021
6,De'Anthony Melton,"$9,571,712",MEM,2021
7,Kyle Anderson,"$9,505,100",MEM,2021
8,Ja Morant,"$9,166,800",MEM,2021
9,Tyus Jones,"$7,965,100",MEM,2021
10,Jaren Jackson,"$7,257,360",MEM,2021
11,Marko Guduric,"$2,750,000",MEM,2021
12,Brandon Clarke,"$2,602,920",MEM,2021
13,Grayson Allen,"$2,545,320",MEM,2021
14,John Konchar,"$2,100,000",MEM,2021
15,Mario Hezonja,"$1,977,011",MEM,2021
16,Desmond Bane,"$1,936,440",MEM,2021
17,Jontay Porter,"$1,900,000",MEM,2021
18,Xavier Tillman,"$1,300,000",MEM,2021
19,Tim Frazier,"$518,612",MEM,2021
20,Dakari Johnson,"$459,414",MEM,2021
21,Sean McDermott,$0,MEM,2021
22,Killian Tillie,$0,MEM,2021
