Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Dennis Schr̦der,27.0,SG,61,61,1956,42,54,4,0,0,2.5,-0.4,97,41,54,12,96,28,855,13,74,,LAL,2021
2.0,Kyle Kuzma,25.0,SF,68,32,1954,0,0,52,48,0,-1.1,-8.5,41,28,66,21,47,9,304,13,24,,LAL,2021
3.0,Kentavious Caldwell-Pope,27.0,SG,67,67,1902,3,39,54,4,0,2.8,0.4,34,16,52,6,42,22,305,10,22,DPOY-11,LAL,2021
4.0,Montrezl Harrell,27.0,C,69,1,1580,0,0,0,1,99,1.2,-2.5,24,29,72,13,134,28,174,42,42,6MOY-6,LAL,2021
5.0,LeBron James,36.0,PG,45,45,1504,73,26,0,0,0,8.6,10.6,101,37,27,10,131,11,835,44,27,"MVP-13,AS,NBA2",LAL,2021
6.0,Talen Horton-Tucker,20.0,SG,65,4,1304,1,27,63,9,0,1.3,-2.0,50,25,54,16,63,13,419,19,33,,LAL,2021
7.0,Alex Caruso,26.0,PG,58,6,1216,100,0,0,0,0,4.7,3.2,54,14,54,5,36,32,383,7,23,,LAL,2021
8.0,Markieff Morris,31.0,PF,61,27,1200,0,0,0,93,7,0.1,-3.9,26,14,48,9,22,10,179,5,7,,LAL,2021
9.0,Anthony Davis,27.0,PF,36,36,1162,0,0,0,91,10,4.9,3.4,29,29,33,6,81,6,266,18,24,AS,LAL,2021
10.0,Wesley Matthews,34.0,SG,58,10,1130,8,63,29,1,0,2.0,-0.9,20,4,42,1,14,23,129,2,3,,LAL,2021
11.0,Marc Gasol,36.0,C,52,42,993,0,0,0,0,100,3.8,1.7,38,4,61,10,20,7,252,8,5,,LAL,2021
12.0,Andre Drummond,27.0,C,21,21,520,0,0,0,0,100,0.6,-2.4,12,10,34,17,39,2,75,13,18,,LAL,2021
13.0,Ben McLemore,27.0,SG,21,1,368,35,58,7,0,0,-0.6,-3.6,6,5,21,2,6,1,24,1,7,,LAL,2021
14.0,Alfonzo McKinnie,28.0,SF,39,0,258,0,12,68,20,0,2.7,0.1,2,2,12,0,8,6,15,1,7,,LAL,2021
15.0,Damian Jones,25.0,C,8,6,112,0,0,0,0,100,-0.6,-3.3,1,0,12,4,6,1,3,0,0,,LAL,2021
16.0,Devontae Cacok,24.0,PF,20,1,98,0,0,4,73,23,16.6,14.4,2,1,4,1,5,0,2,1,4,,LAL,2021
17.0,Jared Dudley,35.0,PF,12,0,81,0,0,15,64,21,0.6,-2.1,2,0,3,0,0,0,13,0,1,,LAL,2021
18.0,Quinn Cook,27.0,PG,16,0,62,100,0,0,0,0,-0.6,-3.3,1,2,1,0,2,0,12,1,2,,LAL,2021
19.0,Kostas Antetokounmpo,23.0,PF,15,0,56,0,0,0,5,95,17.1,14.7,1,5,4,2,3,1,3,1,4,,LAL,2021
,Team Totals,,,72,72,17456,20,20,20,20,20,2.6,-0.2,541,266,654,135,755,200,4248,199,327,,LAL,2021
