Rk,Player,Age,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Team,Season
1.0,Stephen Curry,34.0,PG,56,56,34.7,10.0,20.2,0.493,4.9,11.4,0.427,5.1,8.8,0.579,0.614,4.6,5.0,0.915,0.7,5.4,6.1,6.3,0.9,0.4,3.2,2.1,29.4,"MVP-9,CPOY-9,AS,NBA2",GSW,2023
2.0,Klay Thompson,32.0,SF,69,69,33.0,7.9,18.1,0.436,4.4,10.6,0.412,3.6,7.6,0.47,0.556,1.7,1.9,0.879,0.6,3.6,4.1,2.4,0.7,0.4,1.8,1.9,21.9,,GSW,2023
3.0,Andrew Wiggins,27.0,SF,37,37,32.2,6.8,14.3,0.473,2.4,6.1,0.396,4.4,8.2,0.53,0.557,1.2,1.9,0.611,1.6,3.4,5.0,2.3,1.2,0.8,1.3,2.9,17.1,,GSW,2023
4.0,Draymond Green,32.0,PF,73,73,31.5,3.4,6.5,0.527,0.5,1.8,0.305,2.9,4.7,0.612,0.57,1.1,1.5,0.713,0.9,6.3,7.2,6.8,1.0,0.8,2.8,3.1,8.5,"DPOY-4,DEF2",GSW,2023
5.0,Jordan Poole,23.0,PG,82,43,30.0,6.7,15.6,0.43,2.6,7.8,0.336,4.1,7.8,0.524,0.514,4.4,5.1,0.87,0.4,2.4,2.7,4.5,0.8,0.3,3.1,2.6,20.4,,GSW,2023
6.0,Donte DiVincenzo,26.0,SG,72,36,26.3,3.3,7.5,0.435,2.1,5.3,0.397,1.2,2.3,0.525,0.574,0.8,1.0,0.817,1.1,3.4,4.5,3.5,1.3,0.1,1.6,1.8,9.4,,GSW,2023
7.0,Kevon Looney,26.0,C,82,70,23.9,3.0,4.7,0.63,0.0,0.0,0.0,3.0,4.7,0.632,0.63,1.1,1.9,0.606,3.3,5.9,9.3,2.5,0.6,0.6,0.5,2.7,7.0,,GSW,2023
8.0,Jonathan Kuminga,20.0,PF,67,16,20.8,3.9,7.4,0.525,0.8,2.2,0.37,3.1,5.2,0.59,0.579,1.3,2.1,0.652,1.0,2.4,3.4,1.9,0.6,0.5,1.4,2.3,9.9,,GSW,2023
9.0,Anthony Lamb,25.0,SF,62,4,19.3,2.4,5.1,0.471,1.2,3.2,0.367,1.2,1.9,0.652,0.588,0.7,1.0,0.767,0.9,2.6,3.5,1.5,0.5,0.3,0.9,2.2,6.7,,GSW,2023
10.0,Ty Jerome,25.0,SG,45,2,18.1,2.6,5.4,0.488,0.8,2.0,0.389,1.8,3.4,0.546,0.56,0.8,0.9,0.927,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9,,GSW,2023
11.0,Gary Payton II,30.0,SG,7,0,16.0,2.4,4.0,0.607,0.6,1.3,0.444,1.9,2.7,0.684,0.679,0.3,0.4,0.667,2.0,2.3,4.3,1.1,0.9,0.6,0.6,2.0,5.7,,GSW,2023
12.0,Andre Iguodala,39.0,PF,8,0,14.1,0.9,1.9,0.467,0.1,1.1,0.111,0.8,0.8,1.0,0.5,0.3,0.4,0.667,0.4,1.8,2.1,2.4,0.5,0.4,1.1,1.4,2.1,,GSW,2023
13.0,JaMychal Green,32.0,PF,57,1,14.0,2.4,4.4,0.54,0.7,1.9,0.378,1.6,2.5,0.667,0.623,0.9,1.2,0.776,1.3,2.3,3.6,0.9,0.4,0.4,0.9,1.8,6.4,,GSW,2023
14.0,Moses Moody,20.0,SG,63,3,13.0,1.7,3.6,0.476,0.8,2.1,0.363,0.9,1.5,0.641,0.584,0.6,0.8,0.698,0.4,1.2,1.7,0.8,0.3,0.1,0.5,0.9,4.8,,GSW,2023
15.0,James Wiseman,21.0,C,21,0,12.5,2.8,4.5,0.628,0.0,0.1,0.5,2.8,4.4,0.63,0.633,1.2,1.8,0.684,0.9,2.6,3.5,0.7,0.1,0.3,0.7,1.9,6.9,,GSW,2023
16.0,Patrick Baldwin Jr.,20.0,SF,31,0,7.3,1.4,3.5,0.394,1.0,2.7,0.381,0.4,0.8,0.44,0.541,0.1,0.2,0.667,0.0,1.3,1.3,0.4,0.2,0.1,0.4,0.5,3.9,,GSW,2023
17.0,Ryan Rollins,20.0,PG,12,0,5.2,0.6,1.7,0.35,0.3,0.8,0.333,0.3,0.9,0.364,0.425,0.5,0.5,1.0,0.3,0.8,1.0,0.5,0.1,0.1,1.3,0.8,1.9,,GSW,2023
18.0,Lester Qui̱ones,22.0,SG,4,0,4.5,0.5,1.3,0.4,0.5,1.0,0.5,0.0,0.3,0.0,0.6,1.0,1.5,0.667,0.3,0.5,0.8,0.5,0.3,0.0,1.3,0.0,2.5,,GSW,2023
,Team Totals,,,82,82,241.8,43.1,90.2,0.479,16.6,43.2,0.385,26.5,47.0,0.564,0.571,16.0,20.2,0.794,10.5,34.1,44.6,29.8,7.2,3.9,16.3,21.4,118.9,,GSW,2023
