Rk,Unnamed: 1,Salary,Team,Season
1,Darius Garland,"$34,005,250",CLE,2024
2,Donovan Mitchell,"$33,162,030",CLE,2024
3,Jarrett Allen,"$20,000,000",CLE,2024
4,Caris LeVert,"$15,384,616",CLE,2024
5,Max Strus,"$14,487,684",CLE,2024
6,Isaac Okoro,"$8,920,795",CLE,2024
7,Evan Mobley,"$8,882,640",CLE,2024
8,Georges Niang,"$8,800,000",CLE,2024
9,Dean Wade,"$5,709,877",CLE,2024
10,Ricky Rubio,"$3,695,311",CLE,2024
11,Damian Jones,"$2,586,665",CLE,2024
12,Ty Jerome,"$2,439,025",CLE,2024
13,Tristan Thompson,"$2,019,706",CLE,2024
14,Sam Merrill,"$1,997,238",CLE,2024
15,Craig Porter,"$1,500,000",CLE,2024
16,Marcus Morris,"$197,328",CLE,2024
17,Zhaire Smith,"$139,290",CLE,2024
18,Marcus Morris,"$116,075",CLE,2024
19,Sharife Cooper,"$103,550",CLE,2024
20,Pete Nance,"$64,343",CLE,2024
21,Craig Porter,,CLE,2024
22,Isaiah Mobley,,CLE,2024
23,Emoni Bates,,CLE,2024
24,Pete Nance,,CLE,2024
