No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
22.0,Cason Wallace,SG,6-3,195,"November 7, 2003",us US,2,Kentucky,OKC,2026
11.0,Isaiah Joe,SG,6-4,165,"July 2, 1999",us US,5,Arkansas,OKC,2026
7.0,Chet Holmgren,PF,7-1,208,"May 1, 2002",us US,2,Gonzaga,OKC,2026
5.0,Luguentz Dort,SF,6-4,220,"April 19, 1999",ca CA,6,Arizona State,OKC,2026
2.0,Shai Gilgeous-Alexander,PG,6-6,195,"July 12, 1998",ca CA,7,Kentucky,OKC,2026
21.0,Aaron Wiggins,SG,6-5,190,"January 2, 1999",us US,4,Maryland,OKC,2026
6.0,Jaylin Williams,PF,6-9,240,"June 29, 2002",us US,3,Arkansas,OKC,2026
25.0,Ajay Mitchell,SG,6-4,190,"June 25, 2002",be BE,1,UC Santa Barbara,OKC,2026
34.0,Kenrich Williams,PF,6-7,210,"December 2, 1994",us US,7,TCU,OKC,2026
9.0,Alex Caruso,SG,6-5,186,"February 28, 1994",us US,8,Texas A&M,OKC,2026
55.0,Isaiah Hartenstein,C,7-0,250,"May 5, 1998",us US,7,,OKC,2026
15.0,Branden Carlson (TW),C,7-0,220,"June 14, 1999",us US,1,Utah,OKC,2026
23.0,Brooks Barnhizer (TW),SG,6-5,230,"March 2, 2002",us US,R,Northwestern,OKC,2026
8.0,Jalen Williams,SG,6-5,211,"April 14, 2001",us US,3,Santa Clara,OKC,2026
3.0,Jared McCain,SG,6-3,195,"February 20, 2004",us US,1,Duke,OKC,2026
44.0,Nikola TopiÄ,PG,6-6,200,"August 10, 2005",rs RS,R,,OKC,2026
14.0,Payton Sandfort (TW),SF,6-7,215,"December 4, 2002",us US,R,Iowa,OKC,2026
,Thomas Sorber,C,6-9,250,"December 25, 2005",us US,R,Georgetown,OKC,2026
