Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Spencer Dinwiddie,31.0,PG,79,30,2136,83,16,1,0,0,-5.1,-8.5,68,15,63,12,120,20,838,31,23,,DAL,2025
2.0,Klay Thompson,34.0,SF,72,72,1965,1,19,71,9,0,-2.1,-1.7,54,17,44,6,28,2,339,7,21,,DAL,2025
3.0,Naji Marshall,27.0,SF,69,31,1919,0,3,43,52,2,-2.6,-2.7,59,38,52,9,80,2,502,18,37,,DAL,2025
4.0,P.J. Washington,26.0,PF,57,56,1835,0,0,12,79,8,1.4,4.9,37,62,68,12,93,12,320,19,50,,DAL,2025
5.0,Kyrie Irving,32.0,SG,50,50,1804,29,66,5,0,0,2.2,6.3,65,32,48,9,92,5,541,25,40,"CPOY-10,AS",DAL,2025
6.0,Daniel Gafford,26.0,C,57,31,1226,0,0,0,1,99,0.9,3.0,18,22,92,18,92,4,186,26,30,,DAL,2025
7.0,Quentin Grimes,24.0,SG,47,12,1070,0,50,48,2,0,0.1,1.8,30,16,28,6,33,9,244,11,9,,DAL,2025
8.0,Max Christie,21.0,SG,32,11,973,2,52,46,0,0,-2.5,-1.7,28,17,24,1,26,1,194,3,21,,DAL,2025
9.0,Jaden Hardy,22.0,SG,57,3,907,15,69,16,0,0,-4.1,-3.7,32,34,49,8,38,9,188,7,24,,DAL,2025
10.0,Dereck Lively II,20.0,C,36,29,833,0,0,0,0,100,7.3,10.8,18,9,61,9,37,0,214,7,23,,DAL,2025
11.0,Luka DonÄiÄ,25.0,PG,22,22,785,73,27,0,0,0,9.2,13.1,51,18,26,1,69,8,413,21,11,,DAL,2025
12.0,Maxi Kleber,33.0,PF,34,4,637,0,0,0,66,35,-0.7,0.7,12,4,41,4,9,4,109,1,7,,DAL,2025
13.0,Kessler Edwards,24.0,SF,40,18,608,0,2,19,46,35,-11.8,-12.5,8,4,40,1,5,1,107,1,7,,DAL,2025
14.0,Olivier-Maxence Prosper,22.0,PF,52,4,584,0,0,7,56,37,-7.4,-7.3,6,3,14,2,37,2,100,6,17,,DAL,2025
15.0,Dwight Powell,33.0,C,55,3,551,0,0,0,5,95,-1.5,-0.4,5,4,45,8,16,7,126,3,6,,DAL,2025
16.0,Brandon Williams,25.0,PG,33,3,487,100,0,0,0,0,-0.6,0.7,27,10,23,1,30,5,179,7,20,,DAL,2025
17.0,DantÃ© Exum,29.0,PG,20,13,372,91,9,0,0,0,-5.5,-4.7,16,2,27,3,14,5,134,3,14,,DAL,2025
18.0,Caleb Martin,29.0,SF,14,0,275,3,23,55,19,0,-6.4,-5.6,5,4,14,2,12,4,66,2,4,,DAL,2025
19.0,Anthony Davis,31.0,PF,9,9,266,0,0,0,58,42,-0.1,1.2,11,7,12,1,25,1,94,4,5,AS,DAL,2025
20.0,Kai Jones,24.0,C,12,6,260,0,0,0,0,100,-0.5,0.8,4,2,19,2,13,0,34,6,2,,DAL,2025
21.0,Moses Brown,25.0,C,4,2,73,0,0,0,0,100,-0.5,0.7,2,0,11,0,4,0,5,2,3,,DAL,2025
22.0,Kylor Kelley,27.0,C,8,1,67,0,0,0,8,92,-27.6,-26.9,1,0,6,0,2,0,5,0,0,,DAL,2025
23.0,Jazian Gortman,21.0,PG,16,0,57,77,23,0,0,0,10.1,11.5,1,3,4,0,0,0,14,0,1,,DAL,2025
24.0,Markieff Morris,35.0,PF,7,0,41,0,0,0,59,41,-11.1,-10.0,1,1,2,0,0,0,10,0,0,,DAL,2025
,Team Totals,,,82,82,19731,20,20,20,20,20,-1.2,-0.1,559,324,813,115,875,101,4962,210,375,,DAL,2025
