G,Date,Start (ET),Unnamed: 3,Unnamed: 4,Unnamed: 5,Opponent,Unnamed: 7,Unnamed: 8,Tm,Opp,W,L,Streak,Attend.,LOG,Notes,Team,Season
1,"Wed, Oct 19, 2022",10:00p,,Box Score,,Dallas Mavericks,W,,107,105,1,0,W 1,17071,2:26,,PHO,2023
2,"Fri, Oct 21, 2022",10:00p,,Box Score,@,Portland Trail Blazers,L,OT,111,113,1,1,L 1,19393,2:35,,PHO,2023
3,"Sun, Oct 23, 2022",10:00p,,Box Score,@,Los Angeles Clippers,W,,112,95,2,1,W 1,19068,2:06,,PHO,2023
4,"Tue, Oct 25, 2022",10:00p,,Box Score,,Golden State Warriors,W,,134,105,3,1,W 2,17071,2:23,,PHO,2023
5,"Fri, Oct 28, 2022",10:00p,,Box Score,,New Orleans Pelicans,W,,124,111,4,1,W 3,17071,2:13,,PHO,2023
6,"Sun, Oct 30, 2022",9:00p,,Box Score,,Houston Rockets,W,,124,109,5,1,W 4,17071,2:22,,PHO,2023
7,"Tue, Nov 1, 2022",10:00p,,Box Score,,Minnesota Timberwolves,W,,116,107,6,1,W 5,17071,2:28,,PHO,2023
8,"Fri, Nov 4, 2022",10:00p,,Box Score,,Portland Trail Blazers,L,,106,108,6,2,L 1,17071,2:14,,PHO,2023
9,"Sat, Nov 5, 2022",10:00p,,Box Score,,Portland Trail Blazers,W,,102,82,7,2,W 1,17071,2:18,,PHO,2023
10,"Mon, Nov 7, 2022",8:00p,,Box Score,@,Philadelphia 76ers,L,,88,100,7,3,L 1,20347,2:18,,PHO,2023
11,"Wed, Nov 9, 2022",8:00p,,Box Score,@,Minnesota Timberwolves,W,,129,117,8,3,W 1,16062,2:13,,PHO,2023
12,"Fri, Nov 11, 2022",7:00p,,Box Score,@,Orlando Magic,L,,97,114,8,4,L 1,15879,2:03,,PHO,2023
13,"Mon, Nov 14, 2022",7:30p,,Box Score,@,Miami Heat,L,,112,113,8,5,L 2,19600,2:09,,PHO,2023
14,"Wed, Nov 16, 2022",10:00p,,Box Score,,Golden State Warriors,W,,130,119,9,5,W 1,17071,2:18,,PHO,2023
15,"Fri, Nov 18, 2022",9:00p,,Box Score,@,Utah Jazz,L,,133,134,9,6,L 1,18206,2:16,,PHO,2023
16,"Sun, Nov 20, 2022",3:30p,,Box Score,,New York Knicks,W,,116,95,10,6,W 1,17071,2:04,,PHO,2023
17,"Tue, Nov 22, 2022",10:00p,,Box Score,,Los Angeles Lakers,W,,115,105,11,6,W 2,17071,2:19,,PHO,2023
18,"Fri, Nov 25, 2022",9:00p,,Box Score,,Detroit Pistons,W,,108,102,12,6,W 3,17071,2:13,,PHO,2023
19,"Sat, Nov 26, 2022",9:00p,,Box Score,,Utah Jazz,W,,113,112,13,6,W 4,17071,2:06,,PHO,2023
20,"Mon, Nov 28, 2022",10:00p,,Box Score,@,Sacramento Kings,W,,122,117,14,6,W 5,16407,2:10,,PHO,2023
21,"Wed, Nov 30, 2022",9:00p,,Box Score,,Chicago Bulls,W,,132,113,15,6,W 6,17071,2:11,,PHO,2023
22,"Fri, Dec 2, 2022",9:00p,,Box Score,,Houston Rockets,L,,121,122,15,7,L 1,17071,2:17,,PHO,2023
