Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,42,40,41,41,0.02,0.06,0.09,110.1,110.1,98.0,0.224,0.391,0.531,12.5,20.6,0.178,0.514,12.0,74.4,0.167,Crypto.com Arena,694005,LAC,2022
Lg Rank,18,13,18,18,18.0,13.0,17.0,24.0,8.0,18.0,26.0,16.0,19.0,16.0,27.0,24.0,4.0,18.0,30.0,3.0,,16,LAC,2022
