Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,64,18,59,23,7.5,-0.56,6.94,114.8,107.3,99.8,0.221,0.354,0.549,11.6,22.3,0.176,0.51,13.0,77.1,0.195,Phoenix Suns Arena,663171,PHO,2022
Lg Rank,1,30,1,1,1.0,30.0,2.0,4.0,3.0,9.0,29.0,27.0,4.0,5.0,19.0,26.0,3.0,9.0,13.0,16.0,,19,PHO,2022
