Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,44,38,53,29,4.83,-0.35,4.48,119.4,114.4,96.8,0.244,0.487,0.552,13.5,30.5,0.2,0.54,11.6,76.6,0.186,Spectrum Center,767319,CHO,2026
Lg Rank,16,15,8,8,8.0,28.0,8.0,5.0,12.0,26.0,23.0,2.0,12.0,25.0,4.0,18.0,7.0,25.0,3.0,4.0,,13,CHO,2026
