Rk,Player,Age,Pos,G,GS,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd,Awards,Team,Season
1.0,Cooper Flagg,19.0,SF,70,70,2344,0,1,37,60,1,-5.7,0.2,52,78,77,11,157,3,767,39,79,ROY-1,DAL,2026
2.0,Max Christie,22.0,SG,77,68,2244,26,68,5,1,0,-6.9,-2.5,43,35,67,6,55,13,358,9,41,,DAL,2026
3.0,Naji Marshall,28.0,SF,74,47,2184,0,22,57,20,0,-4.8,2.1,61,28,71,18,143,4,580,34,47,,DAL,2026
4.0,P.J. Washington,27.0,PF,56,53,1736,0,0,2,85,14,-6.9,-2.1,41,37,68,10,92,5,235,24,43,,DAL,2026
5.0,Klay Thompson,35.0,SF,69,8,1497,5,38,53,5,0,-6.1,-0.6,33,20,45,5,11,2,218,0,10,,DAL,2026
6.0,Brandon Williams,26.0,PG,66,15,1463,99,1,0,0,0,-5.6,0.3,77,38,63,5,149,21,603,28,55,,DAL,2026
7.0,Daniel Gafford,27.0,C,55,44,1195,0,0,0,0,100,-6.9,-1.5,29,19,100,12,71,4,136,19,41,,DAL,2026
8.0,Ryan Nembhard,22.0,PG,60,27,1171,100,0,0,0,0,-1.9,5.4,53,22,38,4,12,3,753,3,12,,DAL,2026
9.0,Dwight Powell,34.0,C,63,12,904,0,0,0,6,94,-2.0,4.9,18,11,89,10,43,9,161,12,12,,DAL,2026
10.0,Caleb Martin,30.0,SF,58,12,856,1,56,36,6,0,-9.7,-4.9,22,7,44,6,29,19,201,4,15,,DAL,2026
11.0,Anthony Davis,32.0,PF,20,20,626,0,0,0,11,89,-4.0,2.1,15,22,28,2,38,4,130,10,14,,DAL,2026
12.0,Khris Middleton,34.0,SF,29,16,612,0,10,58,32,0,-15.3,-11.3,31,13,34,2,28,1,149,7,8,,DAL,2026
13.0,Moussa Cisse,23.0,C,38,1,530,0,0,0,0,100,-0.9,5.7,5,9,44,11,30,0,21,6,13,,DAL,2026
14.0,D'Angelo Russell,29.0,PG,26,3,495,77,23,0,0,0,-5.1,0.8,36,11,20,2,21,4,247,0,5,,DAL,2026
15.0,Marvin Bagley III,26.0,PF,22,4,470,0,0,0,5,95,-11.0,-6.0,8,5,34,3,22,1,73,5,11,,DAL,2026
16.0,Jaden Hardy,23.0,SG,34,4,428,22,65,13,0,0,3.6,10.5,16,8,19,1,16,3,66,3,8,,DAL,2026
17.0,John Poulakidas,22.0,SG,13,0,253,4,49,47,0,0,-4.9,1.0,3,1,14,0,1,0,29,1,0,,DAL,2026
18.0,AJ Johnson,21.0,SG,23,0,240,22,60,18,0,0,-11.4,-5.9,6,3,7,2,14,0,60,4,12,,DAL,2026
19.0,Tyler Smith,21.0,PF,12,0,166,0,0,19,75,6,-7.1,-1.4,0,5,6,1,1,0,12,0,2,,DAL,2026
20.0,Miles Kelly,23.0,PG,14,0,134,8,92,0,0,0,-6.0,-0.3,1,3,7,2,1,0,31,1,0,,DAL,2026
21.0,Tyus Jones,29.0,PG,8,2,133,100,0,0,0,0,-8.1,-2.4,4,0,2,1,1,0,74,0,0,,DAL,2026
22.0,Dereck Lively II,21.0,C,7,4,115,0,0,0,0,100,5.2,11.3,3,0,12,5,4,0,29,0,2,,DAL,2026
23.0,Jeremiah Robinson-Earl,25.0,PF,5,0,61,0,0,0,96,4,-8.2,-2.5,0,1,1,1,2,1,9,0,1,,DAL,2026
,Team Totals,,,82,82,19857,20,20,20,20,20,-5.8,0.0,557,376,890,120,941,97,4942,209,431,,DAL,2026
