Rk,Unnamed: 1,Salary,Team,Season
1,Giannis Antetokounmpo,"$54,126,450",MIL,2026
2,Myles Turner,"$25,318,251",MIL,2026
3,Damian Lillard,"$22,516,603",MIL,2026
4,Kyle Kuzma,"$22,410,605",MIL,2026
5,Bobby Portis,"$13,445,754",MIL,2026
6,Ousmane Dieng,"$6,670,882",MIL,2026
7,Kevin Porter Jr.,"$5,134,000",MIL,2026
8,Ryan Rollins,"$4,000,000",MIL,2026
9,Gary Trent Jr.,"$3,697,105",MIL,2026
10,Gary Harris,"$3,634,153",MIL,2026
11,Taurean Prince,"$3,303,774",MIL,2026
12,Jericho Sims,"$2,461,463",MIL,2026
13,A.J. Green,"$2,301,587",MIL,2026
14,Chris Livingston,"$2,296,274",MIL,2026
15,Thanasis Antetokounmpo,"$2,296,274",MIL,2026
16,Andre Jackson Jr.,"$2,221,677",MIL,2026
17,Nigel Hayes-Davis,"$2,048,494",MIL,2026
18,Tyler Smith,"$1,955,377",MIL,2026
19,Cam Thomas,"$844,607",MIL,2026
20,Vasilije MiciÄ,"$666,667",MIL,2026
