No.,Player,Pos,Ht,Wt,Birth Date,Birth,Exp,College,Team,Season
12,LaMarcus Aldridge,C,6-11,250,"July 19, 1985",us US,14,Texas,SAS,2021
31,Keita Bates-Diop,SF,6-8,229,"January 23, 1996",us US,2,Ohio State,SAS,2021
10,DeMar DeRozan,PF,6-6,220,"August 7, 1989",us US,11,USC,SAS,2021
7,Gorgui Dieng,C,6-10,252,"January 18, 1990",sn SN,7,Louisville,SAS,2021
14,Drew Eubanks,C,6-10,245,"February 1, 1997",us US,2,Oregon State,SAS,2021
22,Rudy Gay,PF,6-8,250,"August 17, 1986",us US,14,UConn,SAS,2021
3,Keldon Johnson,SF,6-6,220,"October 11, 1999",us US,1,Kentucky,SAS,2021
33,Tre Jones,PG,6-1,185,"January 8, 2000",us US,R,Duke,SAS,2021
41,Trey Lyles,PF,6-9,234,"November 5, 1995",ca CA,5,Kentucky,SAS,2021
8,Patty Mills,PG,6-2,180,"August 11, 1988",au AU,11,Saint Mary's,SAS,2021
5,Dejounte Murray,PG,6-4,180,"September 19, 1996",us US,3,Washington,SAS,2021
25,Jakob Poeltl,C,7-0,253,"October 15, 1995",at AT,4,Utah,SAS,2021
23,Cameron Reynolds,SF,6-7,225,"February 7, 1995",us US,1,Tulane,SAS,2021
19,Luka Å amaniÄ,PF,6-10,227,"January 9, 2000",hr HR,1,,SAS,2021
24,Devin Vassell,SF,6-5,200,"August 23, 2000",us US,R,Florida State,SAS,2021
1,Lonnie Walker IV,SG,6-4,204,"December 14, 1998",us US,2,Miami (FL),SAS,2021
15,Quinndary Weatherspoon,SG,6-3,207,"September 10, 1996",us US,1,Mississippi State,SAS,2021
4,Derrick White,SG,6-4,190,"July 2, 1994",us US,3,"Colorado-Colorado Springs, Colorado",SAS,2021
