Unnamed: 0_level_1,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%,TOV%,DRB%,FT/FGA,Arena,Attendance,Team,Season
Team,43,39,42,40,0.44,0.09,0.53,114.1,113.7,100.0,0.234,0.418,0.544,11.6,23.3,0.173,0.544,13.1,74.8,0.187,Spectrum Center,700755,CHO,2022
Lg Rank,16,14,16,16,16.0,11.0,16.0,9.0,23.0,6.0,24.0,12.0,7.0,6.0,14.0,28.0,25.0,6.0,28.0,11.0,,14,CHO,2022
