Rk,Unnamed: 1,Salary,Team,Season
1,LaMelo Ball,"$35,147,000",CHO,2025
2,Miles Bridges,"$27,173,913",CHO,2025
3,Jusuf NurkiÄ,"$18,125,000",CHO,2025
4,Grant Williams,"$13,025,250",CHO,2025
5,Josh Green,"$12,654,321",CHO,2025
6,Brandon Miller,"$11,424,600",CHO,2025
7,Josh Okogie,"$8,250,000",CHO,2025
8,Tidjane SalaÃ¼n,"$7,488,720",CHO,2025
9,DÄvis BertÄns,"$5,250,000",CHO,2025
10,Tre Mann,"$4,908,373",CHO,2025
11,Mark Williams,"$4,094,280",CHO,2025
12,Devonte' Graham,"$2,850,000",CHO,2025
13,Nick Smith,"$2,587,200",CHO,2025
14,DaQuan Jeffries,"$2,425,404",CHO,2025
15,Charlie Brown,"$2,237,692",CHO,2025
16,Duane Washington,"$2,162,607",CHO,2025
17,Seth Curry,"$2,087,519",CHO,2025
18,Taj Gibson,"$2,087,519",CHO,2025
19,Reggie Jackson,"$1,946,229",CHO,2025
20,Moussa DiabatÃ©,"$957,763",CHO,2025
21,Elfrid Payton,"$119,972",CHO,2025
22,Elfrid Payton,"$119,972",CHO,2025
23,Malachi Flynn,"$119,972",CHO,2025
24,Marcus Garrett,"$107,027",CHO,2025
25,Jaylen Sims,"$66,503",CHO,2025
26,Jaylen Sims,"$6,650",CHO,2025
27,Moussa DiabatÃ©,,CHO,2025
28,Jared Rhoden,,CHO,2025
29,KJ Simpson,,CHO,2025
30,Isaiah Wong,,CHO,2025
31,Damion Baugh,,CHO,2025
32,Wendell Moore,,CHO,2025
