Rk,Unnamed: 1,Salary,Team,Season
1,Rudy Gobert,"$38,172,414",MIN,2023
2,Karl-Anthony Towns,"$33,833,400",MIN,2023
3,Mike Conley,"$22,680,000",MIN,2023
4,Anthony Edwards,"$10,733,400",MIN,2023
5,Kyle Anderson,"$8,780,488",MIN,2023
6,Taurean Prince,"$7,295,000",MIN,2023
7,Nickeil Alexander-Walker,"$5,009,633",MIN,2023
8,Wendell Moore,"$2,306,520",MIN,2023
9,Jaden McDaniels,"$2,161,440",MIN,2023
10,Jordan McLaughlin,"$2,160,000",MIN,2023
11,Naz Reid,"$1,930,681",MIN,2023
12,Jaylen Nowell,"$1,930,681",MIN,2023
13,Bryn Forbes,"$1,836,090",MIN,2023
14,Austin Rivers,"$1,836,090",MIN,2023
15,Nathan Knight,"$1,836,090",MIN,2023
16,Josh Minott,"$1,017,781",MIN,2023
17,A.J. Lawson,,MIN,2023
18,Eric Paschall,,MIN,2023
19,Luka Garza,,MIN,2023
20,A.J. Lawson,,MIN,2023
21,Matt Ryan,,MIN,2023
